Farmer_ID,Crop_Type,Quantity_kg,Price_per_kg,Location
F0636,Wheat,1505,50.12,Kerala
F0637,Rice,631,35.61,Gujarat
F0638,Barley,1055,32.91,Maharashtra
F0639,Wheat,251,28.63,Andhra Pradesh
F0640,Millets,1685,17.96,Tamil Nadu
F0641,Pulses,1812,25.27,Karnataka
F0642,Pulses,1046,26.1,Kerala
F0643,Millets,707,36.78,Maharashtra
F0644,Rice,1740,48.63,Andhra Pradesh
F0645,Millets,519,36.32,Kerala
F0646,Cotton,1373,17.6,Telangana
F0647,Cotton,1240,58.1,Karnataka
F0648,Rice,965,57.42,Andhra Pradesh
F0649,Millets,1635,50.33,Telangana
F0650,Cotton,1863,59.61,Gujarat
F0651,Barley,677,39.5,Tamil Nadu
F0652,Millets,434,58.32,Telangana
F0653,Barley,1541,18.4,Andhra Pradesh
F0654,Cotton,1031,31.46,Punjab
F0655,Pulses,1897,25.14,Andhra Pradesh
F0656,Cotton,394,23.81,Punjab
F0657,Barley,854,21.34,Gujarat
F0658,Maize,1494,43.01,Tamil Nadu
F0659,Sugarcane,285,50.16,Punjab
F0660,Wheat,1369,41.02,Punjab
F0661,Millets,736,21.61,Telangana
F0662,Maize,1391,51.5,Telangana
F0663,Cotton,1766,43.62,Tamil Nadu
F0664,Pulses,1360,32.47,Telangana
F0665,Rice,629,45.34,Kerala
F0666,Cotton,1675,26.7,Tamil Nadu
F0667,Pulses,120,30.53,Karnataka
F0668,Sugarcane,1010,56.29,Punjab
F0669,Cotton,1860,28.07,Andhra Pradesh
F0670,Barley,966,36.15,Karnataka
F0671,Rice,893,55.06,Punjab
F0672,Pulses,1643,46.85,Kerala
F0673,Pulses,199,17.8,Punjab
F0674,Pulses,851,21.63,Punjab
F0675,Sugarcane,577,15.35,Punjab
F0676,Cotton,1722,43.39,Gujarat
F0677,Sugarcane,1421,35.15,Kerala
F0678,Millets,1039,21.04,Maharashtra
F0679,Wheat,625,58.11,Maharashtra
F0680,Wheat,433,38.83,Maharashtra
F0681,Millets,101,25.89,Tamil Nadu
F0682,Cotton,474,37.53,Telangana
F0683,Barley,392,45.58,Kerala
F0684,Sugarcane,936,18.43,Karnataka
F0685,Rice,1104,27.36,Gujarat
F0686,Pulses,652,51.31,Karnataka
F0687,Pulses,417,35.68,Karnataka
F0688,Cotton,1625,39.6,Karnataka
F0689,Barley,1951,34.48,Gujarat
F0690,Wheat,480,16.98,Maharashtra
F0691,Wheat,1746,22.46,Karnataka
F0692,Pulses,113,35.05,Gujarat
F0693,Cotton,603,24.41,Gujarat
F0694,Sugarcane,330,17.25,Telangana
F0695,Wheat,1207,52.96,Gujarat
F0696,Sugarcane,229,59.15,Maharashtra
F0697,Barley,1866,50.69,Karnataka
F0698,Wheat,937,53.42,Gujarat
F0699,Wheat,1268,25.89,Tamil Nadu
F0700,Maize,990,58.23,Gujarat
F0701,Wheat,1980,23.86,Andhra Pradesh
F0702,Millets,127,57.81,Andhra Pradesh
F0703,Rice,165,59.77,Andhra Pradesh
F0704,Millets,1286,47.03,Gujarat
F0705,Cotton,1352,59.15,Maharashtra
F0706,Cotton,360,40.63,Karnataka
F0707,Sugarcane,1572,26.68,Kerala
F0708,Millets,1547,34.66,Kerala
F0709,Millets,559,41.71,Kerala
F0710,Millets,1799,18.29,Maharashtra
F0711,Barley,400,43.01,Telangana
F0712,Wheat,1018,59.15,Punjab
F0713,Rice,1426,23.55,Tamil Nadu
F0714,Sugarcane,386,50.67,Tamil Nadu
F0715,Millets,1518,55.86,Andhra Pradesh
F0716,Millets,1133,57.47,Andhra Pradesh
F0717,Maize,1830,58.21,Gujarat
F0718,Sugarcane,729,38.47,Kerala
F0719,Millets,369,58.98,Gujarat
F0720,Sugarcane,691,49.08,Punjab
F0721,Wheat,1728,22.28,Kerala
F0722,Maize,1901,36.46,Andhra Pradesh
F0723,Sugarcane,943,47.32,Karnataka
F0724,Rice,961,26.13,Telangana
F0725,Rice,1484,43.83,Gujarat
F0726,Cotton,1380,45.0,Telangana
F0727,Maize,232,22.32,Telangana
F0728,Maize,1399,40.43,Telangana
F0729,Cotton,1899,49.72,Andhra Pradesh
F0730,Sugarcane,1806,37.45,Tamil Nadu
F0731,Maize,1071,15.54,Andhra Pradesh
F0732,Rice,612,15.41,Telangana
F0733,Rice,412,31.07,Andhra Pradesh
F0734,Millets,675,56.68,Telangana
F0735,Wheat,985,25.29,Maharashtra
F0736,Maize,1407,43.55,Kerala
F0737,Sugarcane,1244,24.99,Tamil Nadu
F0738,Cotton,1230,29.48,Maharashtra
F0739,Cotton,786,53.16,Karnataka
F0740,Sugarcane,1327,47.8,Andhra Pradesh
F0741,Barley,264,19.29,Karnataka
F0742,Pulses,404,34.29,Gujarat
F0743,Wheat,1620,16.31,Andhra Pradesh
F0744,Cotton,1755,36.64,Punjab
F0745,Maize,1679,44.81,Punjab
F0746,Wheat,1947,20.33,Kerala
F0747,Maize,255,28.0,Maharashtra
F0748,Barley,1490,32.9,Kerala
F0749,Rice,1842,56.38,Gujarat
F0750,Wheat,719,59.7,Telangana
F0751,Millets,1374,17.02,Kerala
F0752,Cotton,1056,49.25,Kerala
F0753,Wheat,433,31.73,Punjab
F0754,Wheat,1765,32.66,Telangana
F0755,Wheat,1068,48.94,Punjab
F0756,Pulses,610,56.33,Andhra Pradesh
F0757,Wheat,1416,57.79,Telangana
F0758,Maize,1143,40.97,Maharashtra
F0759,Rice,381,31.07,Kerala
F0760,Barley,896,50.44,Punjab
F0761,Sugarcane,1124,26.3,Telangana
F0762,Wheat,218,40.38,Gujarat
F0763,Cotton,1158,31.14,Gujarat
F0764,Wheat,297,44.55,Kerala
F0765,Cotton,584,25.82,Maharashtra
F0766,Maize,1880,23.62,Karnataka
F0767,Cotton,1182,56.32,Punjab
F0768,Millets,936,19.58,Maharashtra
F0769,Sugarcane,1284,37.77,Tamil Nadu
F0770,Rice,1108,24.94,Tamil Nadu
F0771,Cotton,790,16.75,Tamil Nadu
F0772,Cotton,1329,16.62,Kerala
F0773,Rice,1135,22.88,Gujarat
F0774,Sugarcane,589,54.0,Andhra Pradesh
F0775,Wheat,375,27.71,Punjab
F0776,Cotton,792,57.77,Gujarat
F0777,Rice,341,41.17,Andhra Pradesh
F0778,Millets,1339,34.65,Andhra Pradesh
F0779,Millets,1374,41.1,Gujarat
F0780,Maize,1934,38.25,Punjab
F0781,Rice,225,49.14,Kerala
F0782,Maize,316,27.71,Maharashtra
F0783,Millets,1429,30.89,Andhra Pradesh
F0784,Sugarcane,1920,55.23,Karnataka
F0785,Wheat,1308,57.59,Gujarat
F0786,Rice,1162,55.17,Gujarat
F0787,Barley,1346,33.88,Tamil Nadu
F0788,Millets,1307,50.12,Maharashtra
F0789,Millets,594,36.44,Tamil Nadu
F0790,Barley,526,37.39,Gujarat
F0791,Pulses,1301,24.21,Gujarat
F0792,Millets,1018,41.6,Andhra Pradesh
F0793,Cotton,1551,23.38,Maharashtra
F0794,Sugarcane,1417,29.92,Telangana
F0795,Rice,1975,53.48,Karnataka
F0796,Barley,250,24.32,Punjab
F0797,Cotton,483,18.2,Andhra Pradesh
F0798,Barley,1761,18.11,Gujarat
F0799,Rice,1936,57.34,Punjab
F0800,Maize,407,37.81,Andhra Pradesh
F0801,Rice,1459,33.42,Karnataka
F0802,Pulses,845,51.49,Gujarat
F0803,Rice,991,52.61,Karnataka
F0804,Rice,474,29.95,Punjab
F0805,Pulses,1131,46.21,Telangana
F0806,Sugarcane,1464,49.7,Andhra Pradesh
F0807,Millets,228,44.46,Kerala
F0808,Rice,1114,21.82,Andhra Pradesh
F0809,Pulses,1899,54.41,Tamil Nadu
F0810,Cotton,768,39.26,Maharashtra
F0811,Maize,1475,27.71,Maharashtra
F0812,Maize,1481,34.14,Tamil Nadu
F0813,Rice,616,16.69,Gujarat
F0814,Sugarcane,1618,20.75,Maharashtra
F0815,Sugarcane,185,49.45,Karnataka
F0816,Cotton,1298,15.0,Punjab
F0817,Rice,1925,33.75,Punjab
F0818,Maize,1316,38.51,Maharashtra
F0819,Sugarcane,410,17.46,Maharashtra
F0820,Rice,1242,58.79,Tamil Nadu
F0821,Barley,1341,25.18,Gujarat
F0822,Sugarcane,526,28.69,Telangana
F0823,Pulses,1537,28.68,Maharashtra
F0824,Barley,213,25.37,Kerala
F0825,Millets,1268,15.07,Maharashtra
F0826,Sugarcane,1661,47.82,Telangana
F0827,Maize,1771,58.51,Tamil Nadu
F0828,Wheat,402,25.09,Telangana
F0829,Barley,843,44.84,Tamil Nadu
F0830,Millets,687,48.39,Karnataka
F0831,Cotton,1086,53.18,Tamil Nadu
F0832,Cotton,1963,34.02,Karnataka
F0833,Maize,444,28.63,Karnataka
F0834,Sugarcane,913,29.64,Tamil Nadu
F0835,Rice,900,47.07,Kerala
F0836,Sugarcane,1124,51.76,Andhra Pradesh
F0837,Maize,1270,23.17,Tamil Nadu
F0838,Cotton,1410,31.69,Maharashtra
F0839,Sugarcane,1777,55.59,Kerala
F0840,Cotton,1176,51.3,Kerala
F0841,Barley,1427,59.32,Maharashtra
F0842,Millets,1192,48.94,Andhra Pradesh
F0843,Rice,460,32.69,Kerala
F0844,Barley,1725,41.58,Karnataka
F0845,Cotton,1343,44.75,Punjab
F0846,Cotton,1109,18.53,Andhra Pradesh
F0847,Wheat,803,39.5,Gujarat
F0848,Wheat,674,46.92,Maharashtra
F0849,Barley,1708,22.53,Andhra Pradesh
F0850,Pulses,1284,50.13,Tamil Nadu
F0851,Barley,1804,41.27,Punjab
F0852,Wheat,1212,57.85,Andhra Pradesh
F0853,Cotton,787,16.91,Karnataka
F0854,Maize,880,26.94,Punjab
F0855,Barley,684,42.07,Tamil Nadu
F0856,Cotton,1880,28.35,Telangana
F0857,Maize,688,47.15,Maharashtra
F0858,Maize,1282,49.16,Punjab
F0859,Wheat,588,19.61,Maharashtra
F0860,Barley,1070,38.12,Andhra Pradesh
F0861,Sugarcane,1447,37.9,Kerala
F0862,Rice,1733,31.62,Tamil Nadu
F0863,Wheat,1504,56.98,Telangana
F0864,Wheat,1225,52.24,Tamil Nadu
F0865,Sugarcane,593,46.37,Maharashtra
F0866,Rice,1767,47.14,Tamil Nadu
F0867,Cotton,1737,35.78,Telangana
F0868,Pulses,118,56.44,Kerala
F0869,Barley,1577,46.26,Andhra Pradesh
F0870,Pulses,1605,47.8,Karnataka
F0871,Cotton,1717,53.78,Tamil Nadu
F0872,Millets,496,27.33,Punjab
F0873,Wheat,1100,51.32,Karnataka
F0874,Rice,1402,23.79,Maharashtra
F0875,Wheat,950,30.54,Andhra Pradesh
F0876,Maize,1488,30.1,Gujarat
F0877,Wheat,1454,59.03,Andhra Pradesh
F0878,Wheat,1764,53.54,Tamil Nadu
F0879,Cotton,1467,46.55,Punjab
F0880,Cotton,921,47.72,Kerala
F0881,Cotton,554,40.29,Andhra Pradesh
F0882,Pulses,1724,57.62,Tamil Nadu
F0883,Maize,824,37.33,Tamil Nadu
F0884,Millets,1778,32.12,Karnataka
F0885,Millets,1188,22.34,Andhra Pradesh
F0886,Cotton,1199,50.38,Tamil Nadu
F0887,Rice,810,48.05,Karnataka
F0888,Pulses,242,32.3,Punjab
F0889,Sugarcane,1016,16.13,Telangana
F0890,Rice,927,52.75,Punjab
F0891,Barley,704,15.51,Gujarat
F0892,Barley,1596,46.67,Karnataka
F0893,Rice,1540,58.66,Karnataka
F0894,Cotton,404,34.69,Tamil Nadu
F0895,Sugarcane,835,25.57,Maharashtra
F0896,Sugarcane,1620,46.72,Maharashtra
F0897,Pulses,390,51.77,Kerala
F0898,Sugarcane,201,39.59,Maharashtra
F0899,Barley,1390,58.52,Karnataka
F0900,Maize,966,17.33,Kerala
F0901,Cotton,1067,37.72,Punjab
F0902,Sugarcane,1745,47.33,Tamil Nadu
F0903,Pulses,1073,53.82,Punjab
F0904,Barley,941,23.07,Andhra Pradesh
F0905,Maize,1061,51.0,Gujarat
F0906,Wheat,1041,39.87,Gujarat
F0907,Wheat,1900,32.84,Karnataka
F0908,Maize,1126,20.93,Karnataka
F0909,Barley,184,53.94,Kerala
F0910,Pulses,1917,22.08,Tamil Nadu
F0911,Maize,427,28.94,Telangana
F0912,Cotton,915,28.05,Karnataka
F0913,Cotton,1573,54.21,Telangana
F0914,Wheat,553,45.27,Punjab
F0915,Sugarcane,728,50.85,Telangana
F0916,Pulses,1344,26.27,Maharashtra
F0917,Wheat,1277,43.12,Tamil Nadu
F0918,Sugarcane,764,40.73,Gujarat
F0919,Sugarcane,111,52.48,Gujarat
F0920,Millets,1256,55.77,Telangana
F0921,Cotton,403,15.55,Gujarat
F0922,Barley,1416,45.33,Punjab
F0923,Rice,1074,17.33,Tamil Nadu
F0924,Barley,1423,39.7,Maharashtra
F0925,Rice,1863,27.94,Tamil Nadu
F0926,Maize,882,28.8,Karnataka
F0927,Cotton,142,30.88,Telangana
F0928,Sugarcane,1043,42.96,Tamil Nadu
F0929,Pulses,442,30.03,Punjab
F0930,Rice,1449,47.97,Gujarat
F0931,Barley,1937,33.2,Andhra Pradesh
F0932,Sugarcane,597,18.08,Tamil Nadu
F0933,Rice,463,50.27,Telangana
F0934,Rice,990,27.86,Maharashtra
F0935,Millets,526,34.47,Gujarat
F0936,Rice,1104,45.84,Maharashtra
F0937,Pulses,120,29.96,Telangana
F0938,Cotton,506,17.55,Gujarat
F0939,Pulses,718,31.83,Karnataka
F0940,Wheat,1114,57.5,Gujarat
F0941,Sugarcane,435,43.88,Karnataka
F0942,Cotton,1938,45.22,Maharashtra
F0943,Millets,1240,43.45,Maharashtra
F0944,Cotton,1247,23.95,Telangana
F0945,Cotton,498,33.83,Karnataka
F0946,Barley,892,48.79,Maharashtra
F0947,Cotton,1927,19.56,Karnataka
F0948,Millets,814,27.5,Maharashtra
F0949,Pulses,150,27.43,Gujarat
F0950,Cotton,1906,34.44,Tamil Nadu
F0951,Maize,423,59.12,Punjab
F0952,Sugarcane,888,18.04,Andhra Pradesh
F0953,Cotton,240,38.34,Punjab
F0954,Sugarcane,569,23.07,Gujarat
F0955,Maize,886,58.68,Kerala
F0956,Maize,1925,20.1,Punjab
F0957,Sugarcane,1457,33.16,Tamil Nadu
F0958,Rice,1063,48.2,Kerala
F0959,Wheat,1107,46.7,Maharashtra
F0960,Barley,472,34.02,Andhra Pradesh
F0961,Rice,1687,30.59,Andhra Pradesh
F0962,Rice,593,32.89,Maharashtra
F0963,Pulses,1662,26.89,Maharashtra
F0964,Barley,1792,24.24,Karnataka
F0965,Barley,850,36.74,Maharashtra
F0966,Rice,1279,27.08,Telangana
F0967,Cotton,390,27.94,Punjab
F0968,Pulses,1771,44.55,Maharashtra
F0969,Pulses,1267,58.58,Telangana
F0970,Maize,205,42.16,Maharashtra
F0971,Millets,1543,18.46,Karnataka
F0972,Barley,769,18.4,Telangana
F0973,Rice,1781,57.81,Punjab
F0974,Maize,101,28.38,Tamil Nadu
F0975,Sugarcane,688,19.14,Telangana
F0976,Wheat,743,41.96,Gujarat
F0977,Millets,189,43.06,Karnataka
F0978,Millets,1468,44.18,Kerala
F0979,Millets,449,27.03,Punjab
F0980,Pulses,1582,15.68,Telangana
F0981,Sugarcane,1386,58.43,Gujarat
F0982,Millets,1474,26.29,Gujarat
F0983,Sugarcane,1231,45.42,Punjab
F0984,Cotton,1709,46.8,Punjab
F0985,Millets,1162,42.45,Gujarat
F0986,Wheat,1008,29.08,Maharashtra
F0987,Sugarcane,258,27.2,Gujarat
F0988,Sugarcane,1706,41.9,Maharashtra
F0989,Wheat,1058,53.97,Kerala
F0990,Millets,411,57.6,Karnataka
F0991,Wheat,1364,19.77,Andhra Pradesh
F0992,Sugarcane,544,21.97,Maharashtra
F0993,Wheat,397,57.51,Gujarat
F0994,Sugarcane,1051,48.14,Gujarat
F0995,Sugarcane,135,54.73,Tamil Nadu
F0996,Cotton,1207,24.12,Gujarat
F0997,Rice,1575,41.44,Karnataka
F0998,Sugarcane,1898,46.55,Telangana
F0999,Millets,1945,45.61,Telangana
F1000,Maize,1508,33.37,Gujarat
F1001,Pulses,1295,15.69,Tamil Nadu
F1002,Barley,1499,41.23,Maharashtra
F1003,Rice,1808,26.39,Karnataka
F1004,Rice,1485,35.26,Tamil Nadu
F1005,Rice,658,58.09,Maharashtra
F1006,Cotton,990,32.96,Karnataka
F1007,Sugarcane,240,52.79,Gujarat
F1008,Cotton,986,23.48,Telangana
F1009,Sugarcane,1241,45.26,Karnataka
F1010,Millets,1400,58.97,Gujarat
F1011,Cotton,825,19.59,Kerala
F1012,Cotton,1343,15.37,Andhra Pradesh
F1013,Pulses,1149,34.51,Karnataka
F1014,Maize,620,19.17,Andhra Pradesh
F1015,Cotton,1906,48.68,Karnataka
F1016,Pulses,109,56.15,Andhra Pradesh
F1017,Wheat,1083,34.53,Kerala
F1018,Maize,477,26.64,Telangana
F1019,Millets,1756,34.55,Punjab
F1020,Cotton,1760,47.56,Maharashtra
F1021,Barley,781,15.41,Andhra Pradesh
F1022,Rice,683,41.53,Kerala
F1023,Wheat,251,42.6,Andhra Pradesh
F1024,Wheat,819,43.7,Telangana
F1025,Millets,1172,25.89,Andhra Pradesh
F1026,Pulses,1277,47.13,Kerala
F1027,Wheat,958,19.11,Gujarat
F1028,Maize,1416,23.97,Kerala
F1029,Cotton,1703,54.49,Punjab
F1030,Cotton,149,48.24,Punjab
F1031,Barley,763,15.62,Punjab
F1032,Millets,630,26.18,Tamil Nadu
F1033,Rice,1735,24.65,Telangana
F1034,Pulses,1183,27.19,Gujarat
F1035,Rice,1290,26.14,Tamil Nadu
F1036,Wheat,1325,17.81,Telangana
F1037,Millets,956,35.65,Gujarat
F1038,Barley,245,47.97,Andhra Pradesh
F1039,Rice,1014,42.3,Gujarat
F1040,Maize,1799,45.28,Kerala
F1041,Cotton,1092,18.65,Tamil Nadu
F1042,Wheat,1562,57.82,Andhra Pradesh
F1043,Barley,341,52.73,Kerala
F1044,Rice,680,51.23,Telangana
F1045,Pulses,786,52.03,Gujarat
F1046,Maize,1684,56.97,Kerala
F1047,Maize,582,39.49,Andhra Pradesh
F1048,Rice,1231,24.01,Tamil Nadu
F1049,Cotton,1349,42.76,Tamil Nadu
F1050,Rice,772,48.43,Punjab
F1051,Wheat,730,48.21,Gujarat
F1052,Rice,760,38.47,Kerala
F1053,Maize,761,18.08,Punjab
F1054,Barley,1555,31.7,Andhra Pradesh
F1055,Rice,904,56.43,Punjab
F1056,Cotton,1778,41.3,Karnataka
F1057,Millets,518,39.22,Telangana
F1058,Barley,1087,27.1,Punjab
F1059,Pulses,1578,31.58,Telangana
F1060,Sugarcane,1283,55.29,Andhra Pradesh
F1061,Rice,1646,44.99,Karnataka
F1062,Cotton,749,50.43,Tamil Nadu
F1063,Barley,1068,35.45,Gujarat
F1064,Cotton,689,43.36,Maharashtra
F1065,Pulses,1200,26.18,Maharashtra
F1066,Maize,608,46.75,Gujarat
F1067,Cotton,540,34.24,Andhra Pradesh
F1068,Barley,1377,34.91,Karnataka
F1069,Cotton,1020,44.22,Karnataka
F1070,Cotton,869,57.13,Telangana
F1071,Cotton,1443,17.88,Tamil Nadu
F1072,Wheat,1926,52.11,Kerala
F1073,Wheat,362,28.16,Punjab
F1074,Maize,1720,34.98,Karnataka
F1075,Rice,1781,15.99,Gujarat
F1076,Cotton,1958,28.55,Kerala
F1077,Pulses,1677,37.62,Maharashtra
F1078,Rice,1497,17.53,Kerala
F1079,Pulses,736,37.1,Tamil Nadu
F1080,Rice,1290,56.72,Gujarat
F1081,Maize,1876,19.74,Tamil Nadu
F1082,Cotton,558,49.4,Kerala
F1083,Cotton,1098,33.44,Punjab
F1084,Sugarcane,1403,44.48,Andhra Pradesh
F1085,Pulses,799,26.71,Karnataka
F1086,Rice,401,22.18,Gujarat
F1087,Rice,1654,22.22,Andhra Pradesh
F1088,Millets,1703,18.17,Kerala
F1089,Millets,1341,23.35,Karnataka
F1090,Wheat,1225,44.89,Telangana
F1091,Sugarcane,653,54.68,Andhra Pradesh
F1092,Barley,387,51.64,Andhra Pradesh
F1093,Millets,1290,45.83,Kerala
F1094,Barley,720,19.97,Maharashtra
F1095,Wheat,1105,28.01,Kerala
F1096,Wheat,135,28.94,Andhra Pradesh
F1097,Wheat,843,26.25,Karnataka
F1098,Pulses,1864,38.18,Punjab
F1099,Pulses,452,39.1,Maharashtra
F1100,Maize,1799,31.06,Kerala
F1101,Maize,172,30.92,Punjab
F1102,Wheat,747,52.29,Gujarat
F1103,Sugarcane,1476,50.52,Kerala
F1104,Rice,1193,28.85,Andhra Pradesh
F1105,Pulses,524,56.12,Punjab
F1106,Sugarcane,1098,57.88,Andhra Pradesh
F1107,Cotton,807,29.7,Telangana
F1108,Pulses,1904,30.95,Punjab
F1109,Pulses,660,37.75,Punjab
F1110,Maize,927,57.35,Kerala
F1111,Rice,1765,54.43,Andhra Pradesh
F1112,Rice,1055,19.62,Gujarat
F1113,Millets,616,32.67,Tamil Nadu
F1114,Barley,527,39.9,Maharashtra
F1115,Barley,1662,37.64,Tamil Nadu
F1116,Barley,259,23.72,Maharashtra
F1117,Barley,248,53.65,Gujarat
F1118,Cotton,875,45.46,Punjab
F1119,Cotton,1353,52.71,Punjab
F1120,Pulses,1835,53.64,Kerala
F1121,Wheat,1685,48.68,Telangana
F1122,Maize,166,34.76,Andhra Pradesh
F1123,Maize,1113,42.47,Andhra Pradesh
F1124,Barley,1935,22.22,Andhra Pradesh
F1125,Pulses,480,45.31,Kerala
F1126,Millets,157,23.07,Maharashtra
F1127,Sugarcane,1382,46.23,Punjab
F1128,Wheat,441,25.33,Gujarat
F1129,Pulses,1961,20.29,Andhra Pradesh
F1130,Wheat,1253,22.44,Tamil Nadu
F1131,Wheat,826,15.09,Andhra Pradesh
F1132,Wheat,1295,47.34,Punjab
F1133,Pulses,869,47.96,Kerala
F1134,Barley,713,38.17,Gujarat
F1135,Maize,1332,22.26,Telangana
F1136,Maize,1926,18.76,Gujarat
F1137,Barley,453,15.86,Tamil Nadu
F1138,Wheat,1594,22.46,Andhra Pradesh
F1139,Sugarcane,1921,55.09,Andhra Pradesh
F1140,Rice,215,25.87,Karnataka
F1141,Pulses,1387,30.94,Maharashtra
F1142,Rice,761,19.74,Tamil Nadu
F1143,Millets,1935,25.01,Karnataka
F1144,Barley,1565,38.37,Gujarat
F1145,Sugarcane,1671,42.35,Telangana
F1146,Pulses,552,26.04,Maharashtra
F1147,Barley,1968,17.6,Tamil Nadu
F1148,Wheat,1600,32.6,Andhra Pradesh
F1149,Maize,386,25.54,Gujarat
F1150,Rice,1426,24.88,Tamil Nadu
F1151,Cotton,1116,58.19,Andhra Pradesh
F1152,Cotton,410,42.73,Punjab
F1153,Sugarcane,307,40.06,Maharashtra
F1154,Wheat,717,33.71,Punjab
F1155,Millets,545,34.3,Punjab
F1156,Rice,769,39.34,Andhra Pradesh
F1157,Wheat,732,46.34,Telangana
F1158,Rice,154,46.6,Gujarat
F1159,Sugarcane,1011,22.73,Kerala
F1160,Sugarcane,1135,37.51,Andhra Pradesh
F1161,Millets,756,33.54,Telangana
F1162,Cotton,1523,54.17,Kerala
F1163,Wheat,1771,43.41,Gujarat
F1164,Pulses,1079,38.96,Punjab
F1165,Cotton,614,20.19,Maharashtra
F1166,Wheat,1779,42.25,Maharashtra
F1167,Cotton,1665,20.27,Gujarat
F1168,Pulses,336,30.17,Gujarat
F1169,Maize,1402,21.43,Tamil Nadu
F1170,Maize,447,46.14,Telangana
F1171,Millets,726,24.28,Punjab
F1172,Maize,1227,32.63,Telangana
F1173,Maize,729,55.31,Gujarat
F1174,Barley,1640,24.19,Karnataka
F1175,Rice,1995,37.85,Karnataka
F1176,Barley,1371,33.87,Kerala
F1177,Barley,463,15.82,Kerala
F1178,Millets,420,50.67,Karnataka
F1179,Barley,1756,18.11,Gujarat
F1180,Maize,385,36.34,Gujarat
F1181,Pulses,248,40.23,Kerala
F1182,Millets,1207,43.28,Andhra Pradesh
F1183,Millets,505,45.99,Gujarat
F1184,Sugarcane,1077,26.4,Karnataka
F1185,Millets,555,15.45,Telangana
F1186,Sugarcane,1866,47.55,Gujarat
F1187,Millets,899,39.1,Punjab
F1188,Rice,1284,52.63,Gujarat
F1189,Maize,1112,51.96,Andhra Pradesh
F1190,Millets,883,52.95,Kerala
F1191,Maize,559,36.83,Gujarat
F1192,Maize,1673,30.01,Maharashtra
F1193,Cotton,1623,50.62,Tamil Nadu
F1194,Millets,837,35.31,Karnataka
F1195,Wheat,608,23.25,Punjab
F1196,Cotton,1777,53.47,Punjab
F1197,Wheat,1927,54.72,Punjab
F1198,Maize,580,35.98,Maharashtra
F1199,Maize,1786,18.41,Punjab
F1200,Cotton,213,32.45,Punjab
F1201,Cotton,848,51.16,Kerala
F1202,Wheat,1701,55.58,Telangana
F1203,Sugarcane,460,24.16,Tamil Nadu
F1204,Wheat,440,18.01,Maharashtra
F1205,Cotton,869,54.48,Tamil Nadu
F1206,Pulses,860,32.52,Karnataka
F1207,Cotton,1068,39.38,Kerala
F1208,Pulses,548,58.56,Gujarat
F1209,Rice,1966,18.0,Telangana
F1210,Cotton,934,44.17,Kerala
F1211,Rice,1303,18.33,Tamil Nadu
F1212,Sugarcane,1825,31.9,Maharashtra
F1213,Wheat,1530,51.17,Karnataka
F1214,Pulses,1789,34.51,Karnataka
F1215,Wheat,1319,59.87,Kerala
F1216,Rice,1589,40.16,Gujarat
F1217,Pulses,410,29.45,Maharashtra
F1218,Wheat,361,24.91,Gujarat
F1219,Cotton,1542,30.77,Gujarat
F1220,Maize,505,31.76,Punjab
F1221,Rice,242,18.09,Maharashtra
F1222,Wheat,441,31.63,Tamil Nadu
F1223,Rice,1439,35.89,Kerala
F1224,Barley,1224,47.52,Kerala
F1225,Rice,343,44.55,Punjab
F1226,Pulses,589,46.89,Andhra Pradesh
F1227,Barley,111,15.38,Kerala
F1228,Millets,1362,24.8,Karnataka
F1229,Pulses,660,44.78,Tamil Nadu
F1230,Maize,141,36.78,Maharashtra
F1231,Barley,777,15.24,Kerala
F1232,Millets,693,51.2,Tamil Nadu
F1233,Cotton,1552,49.78,Punjab
F1234,Rice,1926,39.68,Kerala
F1235,Wheat,1281,17.99,Maharashtra
F1236,Sugarcane,1339,49.49,Telangana
F1237,Rice,1793,41.27,Maharashtra
F1238,Millets,1585,50.19,Maharashtra
F1239,Rice,233,48.83,Maharashtra
F1240,Maize,1190,51.14,Kerala
F1241,Cotton,1971,38.31,Andhra Pradesh
F1242,Sugarcane,1130,21.31,Maharashtra
F1243,Barley,1047,45.2,Punjab
F1244,Barley,1649,42.92,Karnataka
F1245,Barley,172,48.4,Karnataka
F1246,Millets,498,22.64,Punjab
F1247,Pulses,1528,23.77,Tamil Nadu
F1248,Pulses,1798,55.07,Andhra Pradesh
F1249,Wheat,677,48.75,Tamil Nadu
F1250,Sugarcane,958,55.87,Punjab
F1251,Barley,229,49.14,Karnataka
F1252,Pulses,1030,41.87,Gujarat
F1253,Millets,1589,44.44,Karnataka
F1254,Wheat,1329,55.01,Telangana
F1255,Cotton,1911,41.05,Maharashtra
F1256,Wheat,1891,43.46,Gujarat
F1257,Pulses,365,22.04,Karnataka
F1258,Maize,1660,36.33,Kerala
F1259,Millets,892,47.24,Kerala
F1260,Maize,352,27.19,Tamil Nadu
F1261,Barley,921,24.1,Gujarat
F1262,Maize,1412,29.12,Tamil Nadu
F1263,Barley,263,25.87,Maharashtra
F1264,Barley,194,24.67,Maharashtra
F1265,Pulses,1905,34.12,Telangana
F1266,Maize,932,55.85,Punjab
F1267,Barley,1233,37.82,Punjab
F1268,Sugarcane,435,23.46,Andhra Pradesh
F1269,Cotton,921,18.46,Tamil Nadu
F1270,Wheat,337,46.33,Maharashtra
F1271,Wheat,480,32.23,Punjab
