Buyer_ID,Preferred_Crop,Quantity_Needed,Max_Price,Location
B0640,Millets,1436,21.11,Andhra Pradesh
B0641,Rice,924,35.19,Karnataka
B0642,Sugarcane,408,66.05,Karnataka
B0643,Sugarcane,373,36.05,Telangana
B0644,Wheat,1399,32.61,Tamil Nadu
B0645,Maize,214,46.71,Punjab
B0646,Pulses,847,61.19,Tamil Nadu
B0647,Pulses,504,25.16,Punjab
B0648,Barley,1226,67.15,Karnataka
B0649,Barley,1200,59.75,Punjab
B0650,Millets,242,29.06,Gujarat
B0651,Sugarcane,676,55.6,Gujarat
B0652,Cotton,579,39.25,Telangana
B0653,Pulses,1083,40.11,Tamil Nadu
B0654,Barley,141,59.16,Maharashtra
B0655,Sugarcane,188,68.14,Karnataka
B0656,Barley,530,26.33,Kerala
B0657,Millets,498,41.03,Maharashtra
B0658,Rice,1406,44.05,Telangana
B0659,Rice,918,38.82,Kerala
B0660,Barley,389,38.16,Maharashtra
B0661,Rice,1125,22.61,Tamil Nadu
B0662,Barley,515,54.28,Punjab
B0663,Sugarcane,767,41.81,Gujarat
B0664,Wheat,848,29.74,Tamil Nadu
B0665,Cotton,524,60.8,Kerala
B0666,Sugarcane,450,60.13,Punjab
B0667,Wheat,654,44.32,Punjab
B0668,Wheat,981,34.92,Punjab
B0669,Pulses,1046,51.9,Andhra Pradesh
B0670,Sugarcane,971,34.41,Gujarat
B0671,Sugarcane,870,31.8,Karnataka
B0672,Barley,706,56.53,Kerala
B0673,Wheat,647,22.02,Telangana
B0674,Wheat,1226,24.74,Karnataka
B0675,Wheat,563,20.34,Maharashtra
B0676,Barley,1079,27.65,Gujarat
B0677,Pulses,549,23.45,Telangana
B0678,Sugarcane,766,69.79,Telangana
B0679,Wheat,1191,34.44,Tamil Nadu
B0680,Rice,650,27.46,Maharashtra
B0681,Sugarcane,715,32.05,Tamil Nadu
B0682,Barley,517,66.81,Tamil Nadu
B0683,Pulses,210,46.01,Punjab
B0684,Rice,319,38.24,Gujarat
B0685,Barley,1129,63.67,Andhra Pradesh
B0686,Maize,277,39.75,Tamil Nadu
B0687,Sugarcane,898,36.75,Karnataka
B0688,Maize,198,30.36,Telangana
B0689,Barley,1119,38.89,Gujarat
B0690,Barley,1217,35.83,Tamil Nadu
B0691,Barley,681,53.87,Kerala
B0692,Wheat,1413,34.48,Karnataka
B0693,Pulses,462,48.86,Maharashtra
B0694,Wheat,569,23.29,Telangana
B0695,Pulses,1417,29.56,Gujarat
B0696,Cotton,436,40.37,Kerala
B0697,Wheat,324,66.85,Gujarat
B0698,Maize,402,38.86,Gujarat
B0699,Pulses,1139,53.2,Kerala
B0700,Wheat,1152,32.75,Maharashtra
B0701,Sugarcane,647,26.35,Kerala
B0702,Barley,1275,22.93,Karnataka
B0703,Pulses,607,35.27,Punjab
B0704,Pulses,162,27.88,Gujarat
B0705,Wheat,1164,28.7,Maharashtra
B0706,Cotton,190,58.04,Gujarat
B0707,Wheat,1362,20.79,Kerala
B0708,Millets,779,47.89,Maharashtra
B0709,Maize,638,38.97,Maharashtra
B0710,Maize,460,45.33,Tamil Nadu
B0711,Pulses,426,48.14,Tamil Nadu
B0712,Pulses,1457,35.67,Punjab
B0713,Wheat,1225,34.76,Tamil Nadu
B0714,Maize,800,56.67,Kerala
B0715,Maize,676,63.56,Telangana
B0716,Cotton,1392,29.63,Karnataka
B0717,Sugarcane,1442,24.88,Kerala
B0718,Cotton,1044,64.89,Gujarat
B0719,Millets,752,37.49,Tamil Nadu
B0720,Rice,511,47.57,Maharashtra
B0721,Barley,61,37.98,Kerala
B0722,Cotton,1229,26.29,Maharashtra
B0723,Millets,526,49.47,Punjab
B0724,Wheat,988,46.26,Gujarat
B0725,Sugarcane,450,30.15,Maharashtra
B0726,Wheat,857,42.59,Maharashtra
B0727,Barley,226,59.85,Punjab
B0728,Millets,1414,49.52,Andhra Pradesh
B0729,Rice,106,24.85,Telangana
B0730,Sugarcane,497,47.4,Karnataka
B0731,Pulses,252,55.14,Karnataka
B0732,Maize,787,59.64,Tamil Nadu
B0733,Cotton,251,51.46,Andhra Pradesh
B0734,Millets,1403,27.63,Kerala
B0735,Wheat,412,55.51,Punjab
B0736,Rice,941,53.87,Kerala
B0737,Maize,503,21.22,Karnataka
B0738,Cotton,405,40.59,Telangana
B0739,Maize,265,36.65,Maharashtra
B0740,Cotton,1021,53.47,Gujarat
B0741,Millets,604,30.81,Tamil Nadu
B0742,Pulses,936,49.54,Telangana
B0743,Sugarcane,72,65.66,Karnataka
B0744,Millets,204,59.89,Andhra Pradesh
B0745,Maize,1259,66.07,Tamil Nadu
B0746,Maize,298,68.93,Punjab
B0747,Maize,798,20.53,Karnataka
B0748,Sugarcane,854,51.14,Kerala
B0749,Rice,183,40.64,Tamil Nadu
B0750,Cotton,370,62.99,Punjab
B0751,Millets,439,32.59,Karnataka
B0752,Millets,483,69.05,Kerala
B0753,Pulses,1095,50.69,Gujarat
B0754,Maize,922,59.68,Kerala
B0755,Barley,1198,24.28,Maharashtra
B0756,Millets,1152,29.17,Punjab
B0757,Sugarcane,907,57.92,Punjab
B0758,Rice,100,21.1,Andhra Pradesh
B0759,Millets,225,60.84,Punjab
B0760,Cotton,919,20.7,Maharashtra
B0761,Sugarcane,302,52.86,Karnataka
B0762,Pulses,1015,38.25,Gujarat
B0763,Pulses,1319,50.57,Telangana
B0764,Cotton,788,54.8,Gujarat
B0765,Maize,1179,37.12,Gujarat
B0766,Pulses,1266,25.4,Punjab
B0767,Rice,1389,23.48,Gujarat
B0768,Sugarcane,351,49.45,Punjab
B0769,Millets,597,46.03,Maharashtra
B0770,Rice,765,57.11,Telangana
B0771,Maize,828,45.49,Kerala
B0772,Rice,317,41.12,Punjab
B0773,Rice,1243,39.9,Karnataka
B0774,Wheat,1059,21.32,Andhra Pradesh
B0775,Rice,600,36.78,Telangana
B0776,Cotton,1365,68.8,Karnataka
B0777,Sugarcane,1214,63.68,Punjab
B0778,Wheat,1219,36.47,Telangana
B0779,Sugarcane,1498,49.39,Punjab
B0780,Sugarcane,363,62.36,Maharashtra
B0781,Maize,233,42.06,Karnataka
B0782,Maize,762,20.9,Maharashtra
B0783,Wheat,177,23.73,Tamil Nadu
B0784,Pulses,1360,45.52,Karnataka
B0785,Barley,1326,68.47,Telangana
B0786,Maize,749,54.66,Tamil Nadu
B0787,Barley,435,23.55,Maharashtra
B0788,Maize,1303,29.47,Maharashtra
B0789,Maize,320,58.57,Telangana
B0790,Sugarcane,860,62.07,Tamil Nadu
B0791,Wheat,464,50.88,Gujarat
B0792,Sugarcane,247,52.22,Kerala
B0793,Millets,1396,21.42,Andhra Pradesh
B0794,Cotton,1129,61.43,Telangana
B0795,Sugarcane,880,59.41,Maharashtra
B0796,Barley,1276,32.95,Karnataka
B0797,Barley,677,55.43,Tamil Nadu
B0798,Cotton,653,30.74,Punjab
B0799,Rice,1211,22.02,Kerala
B0800,Rice,1495,30.06,Andhra Pradesh
B0801,Cotton,1130,28.93,Karnataka
B0802,Cotton,1059,36.89,Tamil Nadu
B0803,Sugarcane,120,40.92,Kerala
B0804,Cotton,960,45.43,Telangana
B0805,Millets,643,43.84,Punjab
B0806,Wheat,1445,33.53,Kerala
B0807,Rice,649,21.46,Telangana
B0808,Rice,563,50.26,Punjab
B0809,Millets,133,39.79,Punjab
B0810,Pulses,1043,34.93,Gujarat
B0811,Millets,1116,63.35,Tamil Nadu
B0812,Millets,888,57.34,Punjab
B0813,Cotton,655,62.89,Kerala
B0814,Maize,859,44.75,Punjab
B0815,Maize,182,26.55,Andhra Pradesh
B0816,Millets,1468,54.81,Kerala
B0817,Cotton,1138,30.3,Tamil Nadu
B0818,Wheat,339,42.06,Karnataka
B0819,Maize,425,23.25,Karnataka
B0820,Pulses,818,61.27,Kerala
B0821,Barley,516,26.3,Kerala
B0822,Cotton,1286,65.15,Telangana
B0823,Millets,1221,63.21,Tamil Nadu
B0824,Wheat,520,43.23,Telangana
B0825,Wheat,198,57.22,Andhra Pradesh
B0826,Sugarcane,137,50.97,Gujarat
B0827,Wheat,1397,60.15,Karnataka
B0828,Maize,445,41.59,Punjab
B0829,Millets,839,59.29,Punjab
B0830,Barley,1477,43.12,Maharashtra
B0831,Maize,1155,67.05,Maharashtra
B0832,Cotton,1359,44.32,Tamil Nadu
B0833,Barley,1455,43.13,Punjab
B0834,Cotton,914,59.25,Tamil Nadu
B0835,Wheat,1343,61.08,Maharashtra
B0836,Pulses,1365,47.72,Tamil Nadu
B0837,Rice,73,28.99,Karnataka
B0838,Barley,1005,43.39,Andhra Pradesh
B0839,Millets,360,68.4,Andhra Pradesh
B0840,Sugarcane,1281,57.65,Punjab
B0841,Rice,713,60.56,Telangana
B0842,Wheat,487,21.64,Karnataka
B0843,Wheat,755,43.39,Gujarat
B0844,Millets,1409,52.33,Tamil Nadu
B0845,Rice,471,61.5,Tamil Nadu
B0846,Sugarcane,370,22.46,Punjab
B0847,Barley,636,62.62,Gujarat
B0848,Barley,996,47.42,Telangana
B0849,Rice,1236,29.87,Telangana
B0850,Cotton,1238,35.86,Tamil Nadu
B0851,Maize,898,34.1,Tamil Nadu
B0852,Pulses,1368,46.54,Gujarat
B0853,Cotton,91,22.58,Punjab
B0854,Barley,1358,27.93,Karnataka
B0855,Maize,988,60.63,Gujarat
B0856,Pulses,436,26.63,Telangana
B0857,Pulses,1211,31.67,Gujarat
B0858,Pulses,1260,42.67,Gujarat
B0859,Wheat,959,45.86,Gujarat
B0860,Millets,765,58.18,Karnataka
B0861,Pulses,480,42.37,Kerala
B0862,Sugarcane,603,59.49,Tamil Nadu
B0863,Rice,1489,50.92,Maharashtra
B0864,Barley,849,25.65,Punjab
B0865,Sugarcane,475,27.82,Gujarat
B0866,Rice,1489,41.85,Punjab
B0867,Cotton,75,39.84,Maharashtra
B0868,Millets,1444,57.18,Kerala
B0869,Cotton,434,49.04,Tamil Nadu
B0870,Rice,105,39.41,Telangana
B0871,Sugarcane,1326,28.54,Maharashtra
B0872,Rice,683,31.34,Punjab
B0873,Pulses,155,48.78,Punjab
B0874,Wheat,1203,41.17,Punjab
B0875,Barley,898,45.75,Telangana
B0876,Cotton,719,28.53,Maharashtra
B0877,Barley,425,53.15,Punjab
B0878,Wheat,792,62.63,Telangana
B0879,Pulses,1016,32.9,Gujarat
B0880,Pulses,357,44.58,Punjab
B0881,Cotton,140,68.78,Maharashtra
B0882,Cotton,1466,36.66,Telangana
B0883,Pulses,851,49.75,Kerala
B0884,Maize,159,24.51,Karnataka
B0885,Barley,634,50.3,Telangana
B0886,Millets,389,24.48,Karnataka
B0887,Wheat,1028,67.96,Karnataka
B0888,Barley,405,55.78,Tamil Nadu
B0889,Wheat,217,59.41,Gujarat
B0890,Maize,606,55.21,Kerala
B0891,Millets,954,49.49,Karnataka
B0892,Sugarcane,154,42.5,Andhra Pradesh
B0893,Wheat,199,62.92,Gujarat
B0894,Barley,195,67.84,Karnataka
B0895,Rice,765,44.95,Telangana
B0896,Millets,923,66.58,Karnataka
B0897,Pulses,348,49.17,Telangana
B0898,Pulses,1240,46.92,Punjab
B0899,Maize,695,42.72,Telangana
B0900,Wheat,772,30.46,Andhra Pradesh
B0901,Sugarcane,1121,20.19,Karnataka
B0902,Wheat,687,32.08,Karnataka
B0903,Pulses,288,45.49,Maharashtra
B0904,Cotton,1080,39.0,Gujarat
B0905,Rice,513,42.42,Maharashtra
B0906,Millets,502,69.03,Tamil Nadu
B0907,Maize,833,37.51,Telangana
B0908,Cotton,946,42.61,Andhra Pradesh
B0909,Barley,420,26.68,Maharashtra
B0910,Sugarcane,536,22.4,Karnataka
B0911,Cotton,1284,58.77,Tamil Nadu
B0912,Barley,214,48.53,Andhra Pradesh
B0913,Cotton,1198,58.04,Kerala
B0914,Sugarcane,1410,27.49,Karnataka
B0915,Millets,241,48.59,Karnataka
B0916,Cotton,779,32.68,Punjab
B0917,Maize,263,31.4,Kerala
B0918,Pulses,623,20.58,Telangana
B0919,Wheat,1401,26.52,Telangana
B0920,Cotton,1006,35.46,Maharashtra
B0921,Maize,430,25.84,Maharashtra
B0922,Wheat,722,69.29,Karnataka
B0923,Millets,847,35.43,Gujarat
B0924,Barley,288,26.52,Karnataka
B0925,Wheat,749,29.95,Maharashtra
B0926,Barley,1155,49.39,Kerala
B0927,Cotton,1436,23.2,Maharashtra
B0928,Maize,554,63.12,Karnataka
B0929,Pulses,251,68.07,Andhra Pradesh
B0930,Cotton,969,32.34,Karnataka
B0931,Barley,86,42.5,Andhra Pradesh
B0932,Sugarcane,693,21.11,Andhra Pradesh
B0933,Wheat,1475,52.04,Karnataka
B0934,Cotton,814,40.7,Gujarat
B0935,Barley,755,33.5,Gujarat
B0936,Millets,1249,30.34,Tamil Nadu
B0937,Wheat,594,52.7,Maharashtra
B0938,Millets,1274,40.81,Gujarat
B0939,Barley,589,28.98,Telangana
B0940,Maize,1066,54.46,Karnataka
B0941,Rice,443,48.25,Andhra Pradesh
B0942,Millets,882,62.93,Karnataka
B0943,Cotton,1115,25.87,Maharashtra
B0944,Pulses,646,59.28,Kerala
B0945,Cotton,442,53.68,Gujarat
B0946,Wheat,749,25.75,Gujarat
B0947,Maize,490,54.74,Gujarat
B0948,Barley,967,42.08,Andhra Pradesh
B0949,Sugarcane,369,67.25,Telangana
B0950,Pulses,602,27.08,Punjab
B0951,Maize,1288,52.14,Telangana
B0952,Millets,1144,39.1,Gujarat
B0953,Millets,617,67.84,Telangana
B0954,Cotton,968,36.5,Kerala
B0955,Sugarcane,285,68.11,Gujarat
B0956,Maize,1354,65.07,Tamil Nadu
B0957,Rice,1036,33.52,Andhra Pradesh
B0958,Pulses,1235,60.18,Kerala
B0959,Wheat,1264,69.78,Punjab
B0960,Maize,1082,32.63,Andhra Pradesh
B0961,Maize,109,41.84,Punjab
B0962,Rice,942,46.01,Gujarat
B0963,Cotton,274,34.75,Kerala
B0964,Barley,749,20.76,Gujarat
B0965,Barley,631,31.01,Punjab
B0966,Pulses,1360,34.1,Punjab
B0967,Pulses,1043,42.18,Kerala
B0968,Wheat,218,28.56,Gujarat
B0969,Maize,1135,63.66,Tamil Nadu
B0970,Sugarcane,1422,55.25,Andhra Pradesh
B0971,Maize,63,24.26,Kerala
B0972,Barley,213,52.5,Tamil Nadu
B0973,Wheat,1493,52.68,Karnataka
B0974,Maize,806,67.81,Gujarat
B0975,Rice,1101,20.15,Maharashtra
B0976,Barley,495,32.4,Kerala
B0977,Maize,1281,66.39,Telangana
B0978,Maize,765,66.61,Tamil Nadu
B0979,Barley,1025,56.03,Tamil Nadu
B0980,Sugarcane,868,58.29,Kerala
B0981,Barley,153,24.57,Punjab
B0982,Rice,791,45.69,Tamil Nadu
B0983,Rice,475,31.58,Karnataka
B0984,Maize,1174,29.06,Tamil Nadu
B0985,Pulses,688,60.52,Maharashtra
B0986,Sugarcane,899,26.75,Maharashtra
B0987,Maize,1179,43.43,Punjab
B0988,Barley,818,66.93,Gujarat
B0989,Maize,326,29.29,Gujarat
B0990,Wheat,1138,68.9,Punjab
B0991,Wheat,949,69.71,Telangana
B0992,Pulses,237,47.78,Karnataka
B0993,Sugarcane,1390,28.51,Maharashtra
B0994,Cotton,1211,35.81,Punjab
B0995,Millets,1416,41.22,Kerala
B0996,Wheat,154,35.47,Andhra Pradesh
B0997,Cotton,595,34.03,Andhra Pradesh
B0998,Rice,429,68.61,Andhra Pradesh
B0999,Wheat,159,27.67,Gujarat
B1000,Wheat,594,56.67,Kerala
B1001,Sugarcane,403,20.02,Tamil Nadu
B1002,Pulses,792,49.81,Kerala
B1003,Cotton,366,65.8,Tamil Nadu
B1004,Barley,1339,34.4,Andhra Pradesh
B1005,Wheat,1138,29.28,Telangana
B1006,Wheat,382,52.58,Telangana
B1007,Sugarcane,1206,55.63,Punjab
B1008,Sugarcane,641,54.4,Tamil Nadu
B1009,Pulses,832,35.97,Andhra Pradesh
B1010,Cotton,589,32.61,Kerala
B1011,Rice,784,67.8,Telangana
B1012,Barley,670,66.16,Tamil Nadu
B1013,Pulses,668,42.87,Punjab
B1014,Millets,1442,62.31,Kerala
B1015,Rice,958,42.62,Andhra Pradesh
B1016,Maize,1041,41.22,Karnataka
B1017,Wheat,148,27.84,Andhra Pradesh
B1018,Cotton,366,41.32,Gujarat
B1019,Pulses,172,46.87,Andhra Pradesh
B1020,Wheat,1393,21.13,Punjab
B1021,Cotton,848,42.21,Kerala
B1022,Cotton,506,59.07,Punjab
B1023,Cotton,571,54.0,Kerala
B1024,Wheat,569,51.76,Maharashtra
B1025,Pulses,966,65.48,Maharashtra
B1026,Barley,766,20.9,Kerala
B1027,Sugarcane,364,47.85,Kerala
B1028,Wheat,758,59.37,Karnataka
B1029,Millets,759,47.07,Karnataka
B1030,Cotton,1093,36.19,Andhra Pradesh
B1031,Pulses,609,26.81,Punjab
B1032,Barley,1018,64.38,Gujarat
B1033,Maize,1203,43.54,Punjab
B1034,Millets,1366,63.91,Telangana
B1035,Rice,1205,49.29,Punjab
B1036,Millets,405,53.71,Gujarat
B1037,Cotton,1127,60.21,Karnataka
B1038,Maize,939,52.96,Andhra Pradesh
B1039,Sugarcane,842,39.9,Gujarat
B1040,Barley,1460,45.68,Punjab
B1041,Barley,314,60.15,Tamil Nadu
B1042,Cotton,1031,38.68,Maharashtra
B1043,Millets,1288,39.41,Gujarat
B1044,Millets,851,24.78,Telangana
B1045,Barley,92,65.73,Andhra Pradesh
B1046,Maize,911,24.55,Gujarat
B1047,Cotton,1351,52.41,Kerala
B1048,Wheat,1203,40.66,Punjab
B1049,Pulses,399,40.28,Tamil Nadu
B1050,Maize,1179,53.98,Maharashtra
B1051,Pulses,961,23.35,Tamil Nadu
B1052,Wheat,50,49.69,Andhra Pradesh
B1053,Wheat,633,58.6,Punjab
B1054,Pulses,481,61.41,Karnataka
B1055,Maize,1379,28.53,Maharashtra
B1056,Pulses,102,64.87,Punjab
B1057,Pulses,989,52.81,Tamil Nadu
B1058,Rice,569,64.09,Karnataka
B1059,Maize,1403,44.26,Telangana
B1060,Millets,1398,47.1,Andhra Pradesh
B1061,Millets,1187,65.95,Andhra Pradesh
B1062,Rice,196,65.0,Maharashtra
B1063,Cotton,1239,42.41,Tamil Nadu
B1064,Barley,1452,33.72,Telangana
B1065,Millets,1212,39.66,Kerala
B1066,Pulses,678,39.39,Maharashtra
B1067,Cotton,348,34.34,Punjab
B1068,Millets,1349,33.43,Kerala
B1069,Maize,838,63.05,Maharashtra
B1070,Pulses,899,23.49,Tamil Nadu
B1071,Barley,227,53.88,Telangana
B1072,Cotton,891,28.64,Tamil Nadu
B1073,Millets,1427,37.23,Andhra Pradesh
B1074,Millets,1227,23.08,Kerala
B1075,Sugarcane,1274,33.5,Karnataka
B1076,Millets,927,58.42,Gujarat
B1077,Wheat,1188,64.25,Punjab
B1078,Pulses,808,31.08,Andhra Pradesh
B1079,Barley,1141,43.18,Andhra Pradesh
B1080,Wheat,494,43.52,Kerala
B1081,Rice,1399,63.68,Punjab
B1082,Cotton,757,58.14,Maharashtra
B1083,Millets,651,45.65,Andhra Pradesh
B1084,Rice,1432,53.54,Gujarat
B1085,Barley,194,62.37,Telangana
B1086,Pulses,324,20.48,Andhra Pradesh
B1087,Wheat,558,40.14,Telangana
B1088,Wheat,1252,65.36,Tamil Nadu
B1089,Cotton,802,57.02,Punjab
B1090,Pulses,526,47.14,Maharashtra
B1091,Millets,1487,46.48,Telangana
B1092,Sugarcane,1226,37.39,Andhra Pradesh
B1093,Sugarcane,1177,46.03,Maharashtra
B1094,Cotton,1148,52.77,Gujarat
B1095,Pulses,1201,40.92,Maharashtra
B1096,Cotton,715,55.71,Telangana
B1097,Pulses,617,63.06,Punjab
B1098,Barley,1418,27.73,Telangana
B1099,Barley,580,42.58,Karnataka
B1100,Rice,208,40.4,Karnataka
B1101,Millets,1499,54.37,Maharashtra
B1102,Cotton,730,32.49,Kerala
B1103,Millets,72,52.01,Punjab
B1104,Pulses,1120,63.87,Kerala
B1105,Sugarcane,574,40.91,Karnataka
B1106,Millets,778,65.55,Andhra Pradesh
B1107,Pulses,193,69.66,Tamil Nadu
B1108,Barley,717,25.3,Maharashtra
B1109,Pulses,1492,31.65,Tamil Nadu
B1110,Cotton,730,67.52,Karnataka
B1111,Rice,1022,67.92,Telangana
B1112,Rice,848,24.89,Gujarat
B1113,Rice,134,20.75,Maharashtra
B1114,Rice,465,28.06,Karnataka
B1115,Barley,743,69.8,Punjab
B1116,Maize,531,29.0,Andhra Pradesh
B1117,Millets,505,45.13,Gujarat
B1118,Cotton,876,62.42,Maharashtra
B1119,Wheat,346,21.02,Maharashtra
B1120,Cotton,1185,50.22,Punjab
B1121,Maize,1303,33.85,Kerala
B1122,Rice,1169,63.12,Telangana
B1123,Maize,999,34.17,Maharashtra
B1124,Sugarcane,729,54.34,Telangana
B1125,Sugarcane,427,53.71,Karnataka
B1126,Millets,1229,31.07,Andhra Pradesh
B1127,Barley,470,21.74,Gujarat
B1128,Cotton,154,40.46,Gujarat
B1129,Cotton,379,34.46,Andhra Pradesh
B1130,Wheat,488,60.45,Maharashtra
B1131,Barley,1205,60.02,Maharashtra
B1132,Wheat,431,42.85,Karnataka
B1133,Sugarcane,187,50.33,Kerala
B1134,Rice,992,50.21,Kerala
B1135,Maize,892,61.36,Kerala
B1136,Wheat,319,41.25,Telangana
B1137,Pulses,445,33.77,Kerala
B1138,Wheat,962,33.25,Andhra Pradesh
B1139,Rice,513,46.81,Gujarat
B1140,Rice,499,42.46,Gujarat
B1141,Cotton,1404,42.01,Telangana
B1142,Maize,1326,24.56,Karnataka
B1143,Rice,1358,55.93,Andhra Pradesh
B1144,Barley,1347,30.69,Gujarat
B1145,Wheat,69,29.85,Andhra Pradesh
B1146,Wheat,288,40.64,Gujarat
B1147,Sugarcane,1343,31.39,Tamil Nadu
B1148,Rice,467,49.19,Karnataka
B1149,Pulses,1383,38.57,Karnataka
B1150,Cotton,1104,42.45,Punjab
B1151,Maize,1177,46.86,Tamil Nadu
B1152,Pulses,235,30.18,Telangana
B1153,Cotton,1201,27.79,Gujarat
B1154,Wheat,1283,64.02,Punjab
B1155,Pulses,1487,41.69,Gujarat
B1156,Cotton,1354,40.6,Gujarat
B1157,Wheat,302,21.78,Kerala
B1158,Wheat,68,44.9,Kerala
B1159,Wheat,761,47.71,Kerala
B1160,Wheat,1209,47.94,Kerala
B1161,Barley,272,55.35,Kerala
B1162,Wheat,52,28.87,Tamil Nadu
B1163,Sugarcane,1309,32.61,Karnataka
B1164,Pulses,903,60.54,Telangana
B1165,Cotton,277,67.36,Andhra Pradesh
B1166,Sugarcane,962,26.8,Kerala
B1167,Barley,548,44.88,Tamil Nadu
B1168,Millets,570,30.71,Punjab
B1169,Millets,751,23.0,Punjab
B1170,Sugarcane,966,36.28,Gujarat
B1171,Rice,1212,27.18,Telangana
B1172,Rice,1349,55.5,Punjab
B1173,Rice,340,46.69,Telangana
B1174,Maize,1126,27.19,Telangana
B1175,Rice,1183,20.46,Tamil Nadu
B1176,Cotton,764,60.41,Andhra Pradesh
B1177,Sugarcane,997,28.81,Kerala
B1178,Cotton,697,50.31,Telangana
B1179,Pulses,1077,36.85,Tamil Nadu
B1180,Rice,733,49.27,Gujarat
B1181,Barley,919,35.78,Karnataka
B1182,Maize,1120,24.35,Gujarat
B1183,Pulses,143,31.15,Tamil Nadu
B1184,Barley,989,29.4,Tamil Nadu
B1185,Maize,609,41.4,Tamil Nadu
B1186,Millets,262,52.91,Telangana
B1187,Pulses,485,33.19,Tamil Nadu
B1188,Millets,901,20.6,Karnataka
B1189,Sugarcane,557,45.95,Telangana
B1190,Cotton,885,50.29,Gujarat
B1191,Wheat,700,68.14,Karnataka
B1192,Cotton,254,49.47,Punjab
B1193,Rice,430,43.56,Maharashtra
B1194,Millets,1146,48.67,Gujarat
B1195,Barley,1149,66.4,Tamil Nadu
B1196,Wheat,126,61.42,Kerala
B1197,Maize,865,36.15,Kerala
B1198,Millets,817,31.86,Telangana
B1199,Sugarcane,459,33.13,Kerala
B1200,Sugarcane,155,45.22,Gujarat
B1201,Millets,600,57.2,Telangana
B1202,Millets,875,45.16,Gujarat
B1203,Millets,1348,23.39,Tamil Nadu
B1204,Maize,137,56.18,Andhra Pradesh
B1205,Rice,930,60.3,Andhra Pradesh
B1206,Maize,1150,34.47,Karnataka
B1207,Pulses,1150,53.21,Tamil Nadu
B1208,Barley,589,41.33,Kerala
B1209,Millets,294,64.46,Tamil Nadu
B1210,Barley,627,62.26,Maharashtra
B1211,Rice,1455,46.27,Andhra Pradesh
B1212,Wheat,1031,54.58,Kerala
B1213,Maize,766,64.17,Gujarat
B1214,Rice,191,44.79,Gujarat
B1215,Barley,942,35.66,Andhra Pradesh
B1216,Wheat,1441,57.68,Tamil Nadu
B1217,Maize,1157,31.0,Kerala
B1218,Sugarcane,1216,39.43,Karnataka
B1219,Maize,401,63.29,Gujarat
B1220,Cotton,594,56.22,Tamil Nadu
B1221,Maize,962,40.19,Karnataka
B1222,Cotton,201,30.74,Punjab
B1223,Wheat,1231,37.8,Kerala
B1224,Maize,702,34.21,Andhra Pradesh
B1225,Wheat,1007,28.8,Punjab
B1226,Wheat,812,57.17,Maharashtra
B1227,Barley,1376,32.6,Punjab
B1228,Rice,673,42.71,Telangana
B1229,Wheat,705,39.29,Andhra Pradesh
B1230,Wheat,499,69.1,Karnataka
B1231,Barley,770,39.55,Tamil Nadu
B1232,Barley,1297,24.0,Punjab
B1233,Maize,92,24.49,Gujarat
B1234,Barley,313,49.54,Kerala
B1235,Maize,1076,49.97,Punjab
B1236,Sugarcane,1341,40.94,Andhra Pradesh
B1237,Barley,645,41.59,Gujarat
B1238,Rice,1089,22.7,Gujarat
B1239,Wheat,1407,45.83,Maharashtra
B1240,Rice,1132,45.24,Kerala
B1241,Cotton,1062,27.48,Punjab
B1242,Millets,226,25.19,Karnataka
B1243,Barley,112,26.18,Kerala
B1244,Wheat,1007,25.05,Punjab
B1245,Rice,1052,50.49,Kerala
B1246,Barley,610,29.82,Tamil Nadu
B1247,Barley,1380,32.57,Telangana
B1248,Millets,1319,28.68,Punjab
B1249,Sugarcane,1362,67.89,Gujarat
B1250,Sugarcane,1004,62.73,Karnataka
B1251,Wheat,1405,31.52,Punjab
B1252,Cotton,899,36.38,Punjab
B1253,Sugarcane,1328,30.49,Tamil Nadu
B1254,Millets,653,44.59,Gujarat
B1255,Sugarcane,655,20.98,Telangana
B1256,Cotton,879,53.57,Tamil Nadu
B1257,Rice,1272,46.16,Telangana
B1258,Sugarcane,1344,64.93,Telangana
B1259,Millets,795,28.22,Telangana
B1260,Maize,607,60.21,Tamil Nadu
B1261,Millets,113,59.6,Kerala
B1262,Pulses,1303,26.36,Punjab
B1263,Pulses,991,39.93,Telangana
B1264,Sugarcane,298,28.51,Kerala
B1265,Rice,1319,32.74,Punjab
B1266,Barley,989,33.16,Gujarat
B1267,Rice,206,47.81,Punjab
B1268,Millets,784,40.57,Gujarat
B1269,Wheat,1034,67.39,Karnataka
B1270,Maize,1161,26.32,Maharashtra
B1271,Rice,1386,68.68,Kerala
B1272,Cotton,1139,31.53,Punjab
B1273,Millets,711,58.64,Gujarat
B1274,Maize,1093,36.95,Maharashtra
B1275,Pulses,82,27.15,Telangana
B1276,Millets,607,62.89,Maharashtra
B1277,Maize,122,35.44,Maharashtra
B1278,Cotton,874,52.94,Telangana
B1279,Sugarcane,1416,48.32,Kerala
B1280,Cotton,1206,43.59,Punjab
B1281,Cotton,1128,44.79,Telangana
B1282,Sugarcane,110,56.61,Karnataka
B1283,Sugarcane,321,24.39,Andhra Pradesh
B1284,Sugarcane,295,53.41,Punjab
B1285,Sugarcane,1249,64.79,Tamil Nadu
