Farmer_ID,Buyer_ID,Crop_Type,Quantity,Rating
F1507,B1299,Pulses,198,3.0
F0966,B0588,Barley,867,4.8
F0910,B1332,Cotton,997,3.0
F1668,B0726,Barley,549,4.5
F0493,B0943,Cotton,1428,3.7
F0499,B0997,Pulses,1284,4.5
F1042,B0376,Cotton,707,3.8
F0605,B1182,Pulses,1103,3.1
F0948,B1838,Cotton,626,4.5
F0294,B0204,Wheat,1097,3.1
F2000,B0989,Pulses,1033,4.8
F1172,B0661,Barley,772,3.1
F1496,B0075,Sugarcane,271,4.0
F0172,B1404,Sugarcane,651,4.4
F1587,B0741,Pulses,733,3.8
F0531,B0304,Maize,791,3.4
F1144,B1086,Millets,974,4.5
F1860,B0570,Sugarcane,629,4.6
F1761,B0786,Barley,450,4.8
F0066,B1132,Maize,950,3.8
F0141,B1211,Sugarcane,561,4.0
F0446,B0987,Millets,137,3.7
F1530,B0229,Rice,99,3.5
F0189,B1072,Rice,152,4.5
F0158,B1855,Pulses,417,3.7
F1634,B0268,Millets,985,3.9
F0670,B0727,Barley,1341,3.8
F1971,B0802,Barley,1470,4.4
F0246,B0254,Sugarcane,1393,4.8
F0856,B0957,Wheat,947,4.3
F0944,B0870,Maize,958,3.9
F0748,B0087,Millets,1313,4.6
F1057,B1205,Sugarcane,307,4.3
F1385,B1049,Pulses,439,3.1
F1777,B1982,Millets,1416,3.2
F0330,B1412,Maize,822,3.1
F0512,B0222,Cotton,803,3.9
F0850,B0990,Pulses,1460,4.7
F1811,B0397,Sugarcane,443,3.6
F1095,B0938,Wheat,732,3.8
F1337,B0511,Millets,319,4.8
F1939,B0561,Cotton,198,4.7
F1752,B0846,Pulses,1453,4.3
F0079,B0440,Sugarcane,860,3.5
F0169,B1199,Rice,77,3.2
F0810,B1928,Barley,1222,3.0
F0983,B0311,Sugarcane,1493,3.2
F0180,B1298,Rice,329,3.6
F1652,B0035,Rice,1255,4.1
F0260,B0217,Pulses,215,3.1
F1510,B0721,Sugarcane,66,3.3
F1796,B1696,Barley,1223,3.4
F1029,B1016,Sugarcane,388,4.3
F0297,B1432,Rice,1118,4.2
F0620,B0519,Maize,891,4.1
F0855,B0269,Cotton,238,3.5
F0360,B0638,Wheat,700,3.7
F0117,B0475,Sugarcane,1134,3.2
F0357,B1904,Cotton,343,3.5
F0957,B1349,Cotton,1106,4.8
F1867,B1380,Millets,1372,5.0
F0439,B0090,Maize,464,4.3
F1355,B1066,Cotton,852,4.8
F1549,B1389,Sugarcane,480,4.3
F1678,B1695,Pulses,1173,3.1
F1212,B1226,Pulses,1096,5.0
F1992,B1390,Millets,1493,3.2
F1305,B1818,Cotton,1497,4.4
F1535,B0982,Sugarcane,536,3.5
F1490,B1868,Sugarcane,138,3.8
F1139,B0288,Rice,1282,4.3
F1964,B1627,Maize,320,3.9
F1260,B0481,Barley,949,3.5
F1362,B0637,Wheat,1479,3.7
F0522,B0501,Barley,327,3.7
F0199,B1662,Millets,255,4.9
F1788,B0052,Rice,962,4.6
F1074,B1940,Wheat,377,3.9
F1964,B0103,Barley,907,3.4
F1166,B1385,Sugarcane,926,4.6
F1807,B1448,Pulses,911,3.3
F1552,B0699,Rice,385,3.4
F1538,B1229,Barley,655,3.7
F0670,B1038,Millets,641,4.8
F1054,B1964,Cotton,1111,3.3
F1106,B1640,Millets,1063,3.2
F0031,B1653,Millets,1301,4.0
F1772,B0470,Millets,1207,3.6
F1008,B1490,Cotton,757,4.1
F0333,B1328,Wheat,1027,3.9
F0660,B1629,Sugarcane,1463,3.9
F0177,B0427,Pulses,474,3.2
F0370,B1680,Wheat,636,3.3
F0547,B0110,Barley,855,4.6
F0535,B1699,Barley,769,4.8
F1130,B1589,Pulses,998,3.5
F0097,B1954,Barley,704,3.2
F0230,B0515,Maize,523,3.1
F0227,B0068,Pulses,617,4.2
F0371,B1270,Cotton,1434,4.4
F1124,B0389,Barley,260,3.7
F1469,B1674,Barley,1252,4.4
F1492,B0308,Rice,1131,4.4
F0055,B1949,Rice,1146,4.9
F1219,B1376,Rice,264,3.1
F1544,B1823,Pulses,949,3.4
F0424,B1090,Cotton,1146,3.1
F0315,B0460,Pulses,516,4.7
F1152,B0347,Millets,1344,4.6
F0032,B0325,Sugarcane,403,4.1
F0093,B1957,Cotton,1307,3.2
F0519,B0667,Cotton,1392,3.5
F1282,B1623,Millets,1092,3.6
F0853,B1057,Pulses,674,4.1
F1926,B0068,Pulses,421,3.5
F1244,B0187,Rice,233,3.1
F0752,B0192,Cotton,1350,4.5
F1130,B1237,Rice,723,3.6
F1572,B1624,Sugarcane,804,3.9
F0416,B0428,Maize,1218,3.3
F0557,B1375,Rice,1154,4.6
F1834,B1132,Pulses,371,4.1
F1333,B1264,Barley,484,4.8
F0366,B0216,Wheat,1116,4.0
F1545,B0177,Maize,1386,4.9
F1483,B1589,Sugarcane,342,4.8
F0599,B1354,Barley,737,4.2
F1394,B0561,Pulses,937,4.9
F0331,B0881,Maize,118,3.6
F0689,B0626,Millets,105,3.7
F1666,B1474,Pulses,680,3.1
F1731,B0607,Rice,1277,4.2
F0011,B1471,Barley,469,4.4
F0818,B1561,Pulses,616,4.5
F1531,B1668,Barley,599,3.3
F0419,B0179,Sugarcane,292,3.9
F1146,B0395,Wheat,1274,3.4
F0911,B1169,Rice,797,4.3
F1259,B0876,Rice,576,3.3
F1355,B0962,Barley,126,4.8
F1567,B0198,Sugarcane,489,3.5
F0348,B0969,Sugarcane,1336,3.6
F0958,B1861,Maize,1258,4.7
F0412,B1108,Wheat,1128,3.9
F1248,B0669,Pulses,1381,3.0
F0153,B1109,Maize,565,4.0
F1236,B0457,Pulses,1372,3.2
F0092,B1500,Pulses,1303,5.0
F1945,B1277,Pulses,1450,4.2
F0331,B1911,Maize,1359,3.5
F1491,B0072,Rice,1211,4.1
F1884,B0223,Sugarcane,664,3.2
F1665,B0276,Rice,1080,4.6
F0955,B1819,Wheat,725,4.9
F1733,B1800,Maize,1492,4.7
F0970,B1270,Millets,469,3.7
F0554,B1365,Wheat,325,3.7
F1902,B0573,Sugarcane,657,3.1
F0930,B0924,Sugarcane,620,4.3
F1252,B0471,Cotton,139,4.1
F0194,B0454,Wheat,331,3.9
F0530,B1795,Millets,1244,4.8
F0845,B1989,Rice,687,3.3
F1267,B0969,Barley,860,3.0
F1413,B0007,Millets,1428,3.1
F1300,B0188,Wheat,1277,3.4
F1474,B0004,Maize,1362,3.1
F0639,B1767,Sugarcane,917,4.0
F1611,B1669,Sugarcane,511,3.6
F1598,B0907,Wheat,799,3.4
F0478,B1149,Millets,1246,4.5
F0480,B1039,Wheat,350,3.4
F0288,B0960,Pulses,649,4.4
F0698,B0525,Wheat,578,3.7
F1714,B0630,Pulses,189,4.0
F1702,B1264,Millets,327,4.9
F0695,B0775,Maize,712,3.1
F0540,B0360,Maize,560,4.0
F0330,B0518,Rice,1419,4.7
F0470,B1976,Wheat,1213,4.2
F1783,B1344,Millets,163,3.6
F0849,B1255,Millets,629,3.8
F0534,B1970,Rice,1439,4.4
F1963,B1054,Barley,740,4.8
F0467,B1558,Millets,686,3.1
F0977,B0921,Cotton,1470,3.1
F0420,B1180,Maize,872,3.7
F1632,B1654,Sugarcane,924,3.5
F1146,B0852,Pulses,989,3.5
F0762,B0935,Cotton,991,3.4
F1006,B1987,Sugarcane,1184,3.4
F0891,B0901,Cotton,407,3.3
F0308,B1729,Rice,1311,4.9
F1956,B0399,Rice,52,3.3
F0924,B1370,Pulses,453,3.4
F0334,B1219,Maize,74,3.5
F0954,B0168,Barley,558,4.9
F1444,B0377,Millets,745,4.5
F1350,B1513,Pulses,110,4.6
F1022,B1775,Barley,172,3.2
F1673,B1386,Sugarcane,104,4.7
F0789,B1506,Millets,1236,3.8
F0832,B1268,Cotton,1023,3.5
F0844,B1605,Pulses,1112,4.2
F1597,B0607,Barley,1156,4.6
F0250,B1011,Wheat,595,4.6
F1119,B0589,Wheat,162,4.8
F1320,B1195,Maize,474,4.9
F0184,B1537,Barley,967,3.5
F1284,B1430,Pulses,279,3.8
F0799,B1598,Sugarcane,1356,3.0
F1691,B1231,Wheat,966,4.8
F0186,B1178,Maize,1360,3.3
F1433,B1810,Pulses,204,4.7
F1093,B0048,Maize,214,3.7
F0838,B1673,Sugarcane,1011,3.7
F1797,B1025,Wheat,1255,3.1
F0627,B1771,Millets,1312,3.7
F0859,B1929,Wheat,698,4.8
F0008,B1792,Wheat,1412,3.1
F1289,B1431,Barley,987,3.8
F0783,B1131,Rice,561,3.1
F1508,B0173,Barley,981,3.7
F1785,B0506,Wheat,315,3.3
F1641,B1154,Cotton,236,3.5
F0775,B0398,Rice,1113,4.8
F1760,B0294,Millets,440,3.9
F1864,B0552,Pulses,1333,3.5
F1007,B1471,Barley,704,4.2
F1395,B0850,Rice,225,3.3
F1807,B1040,Rice,823,3.5
F0677,B1663,Barley,813,4.1
F1107,B0885,Barley,1402,3.5
F1831,B1373,Rice,980,4.4
F1670,B1004,Maize,1273,4.0
F0211,B1227,Millets,760,4.5
F1337,B0134,Cotton,1269,4.9
F1628,B0771,Sugarcane,875,3.2
F1361,B1550,Wheat,638,3.7
F0490,B0508,Millets,580,3.6
F1427,B1090,Barley,1135,3.3
F0639,B0480,Rice,1400,4.6
F0191,B0863,Sugarcane,330,4.5
F0671,B0459,Barley,276,4.0
F0843,B1366,Maize,688,4.1
F0335,B1731,Sugarcane,1131,3.1
F1546,B0626,Rice,970,4.1
F1643,B0159,Millets,526,4.6
F1111,B0161,Pulses,1449,4.1
F0579,B1278,Millets,765,3.5
F0062,B1921,Millets,292,4.3
F0387,B0940,Cotton,416,3.7
F1170,B1551,Sugarcane,985,4.1
F0153,B1573,Barley,887,4.0
F0619,B0155,Rice,1325,3.8
F1684,B0486,Barley,955,4.4
F0698,B0432,Rice,1395,4.8
F1373,B1051,Wheat,425,3.0
F1878,B1004,Pulses,1482,4.9
F0178,B1036,Wheat,760,4.0
F1913,B0067,Millets,392,4.4
F0847,B0542,Pulses,289,4.7
F0487,B0096,Cotton,188,3.9
F1802,B0215,Wheat,1195,4.7
F1685,B0194,Cotton,469,3.4
F1271,B1671,Barley,353,3.3
F1278,B1314,Millets,164,4.3
F0500,B1568,Maize,392,4.7
F0541,B0885,Maize,1324,4.8
F1376,B0039,Pulses,56,4.3
F1536,B1888,Pulses,780,4.1
F1802,B0939,Wheat,228,3.7
F0013,B0939,Maize,1218,5.0
F1583,B0206,Sugarcane,465,3.6
F0151,B1923,Sugarcane,715,4.5
F1074,B0942,Barley,1194,4.1
F1239,B1952,Sugarcane,1197,4.2
F0991,B0555,Barley,199,3.8
F0644,B0484,Maize,446,4.9
F0372,B1361,Sugarcane,430,4.1
F1137,B1520,Cotton,888,4.9
F0252,B0771,Rice,50,3.0
F1987,B0249,Pulses,293,4.1
F1365,B1098,Millets,1471,4.4
F0053,B0373,Wheat,1324,4.5
F1154,B1855,Barley,928,4.8
F1860,B0879,Cotton,1372,3.0
F0193,B1832,Sugarcane,809,3.0
F0591,B1810,Millets,1003,3.9
F1081,B0835,Millets,1370,3.1
F0097,B0871,Rice,1026,4.9
F0198,B0702,Wheat,1188,3.4
F1671,B0138,Cotton,50,3.9
F0147,B0948,Wheat,602,3.1
F1708,B0457,Barley,531,4.0
F1599,B0814,Barley,649,3.8
F1601,B0823,Pulses,812,3.1
F1319,B0942,Maize,384,3.7
F0723,B1867,Barley,514,3.8
F1645,B0444,Sugarcane,1214,5.0
F1818,B0353,Millets,632,3.4
F0684,B0996,Cotton,186,4.1
F1036,B0794,Cotton,1053,5.0
F1942,B0411,Rice,999,4.6
F0333,B0678,Millets,736,5.0
F1244,B1814,Rice,216,4.9
F1422,B1562,Rice,1416,4.0
F1366,B0453,Millets,1483,4.4
F1822,B0419,Wheat,959,3.2
F0512,B0450,Sugarcane,929,3.9
F0172,B0995,Wheat,891,4.6
F1492,B1609,Sugarcane,114,4.0
F1772,B1139,Cotton,1140,4.4
F1190,B0051,Barley,482,4.5
F1723,B1393,Barley,1123,3.5
F1194,B1938,Wheat,1387,4.8
F0564,B1707,Wheat,1382,3.9
F0512,B1804,Wheat,164,3.4
F1855,B1539,Maize,618,4.7
F1213,B0210,Pulses,1415,3.8
F1144,B0888,Millets,691,4.5
F0105,B0998,Sugarcane,544,4.1
F0674,B1927,Barley,1342,3.8
F0807,B0993,Sugarcane,990,4.6
F1065,B1926,Wheat,1153,4.2
F0889,B0850,Maize,1372,3.8
F0876,B1837,Wheat,1017,3.2
F0677,B1919,Sugarcane,871,4.8
F0321,B1878,Pulses,251,3.1
F1910,B0627,Barley,698,4.7
F0335,B0679,Pulses,609,3.7
F1184,B1459,Millets,1091,4.3
F0264,B0777,Cotton,527,4.8
F0865,B1251,Maize,537,3.3
F1554,B0663,Pulses,1032,4.1
F1709,B0268,Maize,828,4.5
F1501,B0116,Wheat,389,4.5
F0352,B1624,Cotton,661,4.1
F1569,B1854,Sugarcane,165,4.2
F1797,B0754,Pulses,123,4.5
F1234,B1384,Pulses,1342,4.7
F1520,B1353,Rice,165,4.5
F1919,B1869,Barley,1237,3.7
F1866,B1064,Sugarcane,1295,5.0
F1406,B0182,Pulses,175,3.9
F0676,B1514,Pulses,706,3.0
F1505,B1233,Sugarcane,1249,3.7
F0919,B0903,Cotton,713,3.3
F1960,B1297,Maize,1448,3.2
F0005,B1143,Sugarcane,1040,3.6
F0034,B1406,Maize,1067,3.1
F1816,B0946,Cotton,908,4.4
F1169,B1560,Cotton,134,3.1
F0351,B0258,Millets,1456,3.4
F0583,B1507,Wheat,682,3.2
F0465,B0509,Rice,500,3.1
F0348,B0092,Cotton,567,3.5
F1766,B1185,Millets,895,4.1
F0125,B0149,Millets,744,4.9
F1814,B0117,Millets,599,4.8
F1295,B0458,Cotton,978,4.8
F0357,B0565,Maize,165,3.4
F0527,B0814,Cotton,1081,3.5
F1778,B0045,Sugarcane,1291,3.2
F0498,B1801,Wheat,453,4.6
F1177,B0774,Wheat,353,3.1
F0053,B1843,Sugarcane,789,4.1
F0149,B0234,Pulses,137,3.5
F0503,B1399,Cotton,1083,3.5
F0870,B1571,Barley,357,5.0
F1474,B1874,Rice,483,4.5
F0219,B1973,Millets,851,4.7
F1649,B1939,Cotton,213,4.1
F1824,B0197,Wheat,1312,4.7
F1301,B0025,Rice,1390,4.3
F0452,B0395,Barley,1045,4.9
F1452,B0714,Pulses,705,3.6
F0083,B1809,Maize,1408,4.2
F1986,B1060,Maize,67,4.4
F1242,B1498,Barley,1144,3.8
F0738,B0223,Cotton,1248,4.8
F1806,B0864,Cotton,860,5.0
F0527,B1813,Rice,388,4.0
F0404,B0530,Rice,297,3.8
F0290,B1212,Pulses,1266,3.9
F0420,B1426,Cotton,1492,4.7
F0339,B0257,Wheat,1398,4.3
F0777,B0654,Maize,355,3.1
F0711,B1160,Pulses,253,4.1
F1694,B1986,Millets,902,3.0
F1869,B1843,Rice,1196,4.6
F0987,B0591,Millets,496,3.7
F0959,B0444,Wheat,762,3.9
F1443,B0418,Cotton,482,4.6
F1933,B1316,Sugarcane,1201,3.1
F1231,B0574,Rice,871,3.3
F0686,B0129,Pulses,1120,3.8
F1720,B1011,Sugarcane,554,3.5
F1289,B0341,Wheat,164,3.7
F1782,B0810,Millets,1489,5.0
F1060,B1281,Barley,1044,4.7
F0373,B0992,Maize,272,4.8
F1512,B1748,Barley,685,4.9
F1283,B1590,Barley,721,3.7
F0994,B1711,Barley,1007,3.6
F0531,B0100,Wheat,982,3.5
F0924,B0039,Maize,145,4.7
F0023,B1950,Wheat,156,4.4
F0104,B0263,Barley,681,3.5
F0241,B0150,Rice,747,3.8
F1005,B1657,Barley,81,4.0
F0903,B0690,Rice,115,4.1
F1897,B0813,Pulses,1252,4.8
F1740,B1354,Barley,828,3.8
F1277,B1144,Sugarcane,965,4.8
F1166,B1608,Wheat,598,3.9
F0814,B0219,Barley,250,4.5
F0655,B0906,Wheat,98,4.9
F1475,B1934,Millets,836,4.8
F0783,B1838,Barley,1000,3.1
F0307,B1147,Sugarcane,312,3.4
F1524,B0244,Barley,1206,4.0
F1646,B0886,Cotton,393,3.9
F0008,B0587,Pulses,1249,4.3
F1093,B0518,Millets,1464,4.9
F1726,B1045,Wheat,60,3.2
F1715,B0190,Millets,250,3.9
F0575,B1249,Pulses,994,3.4
F1092,B0915,Wheat,975,4.8
F1742,B0615,Wheat,52,4.9
F0912,B0856,Cotton,1287,4.0
F1432,B0466,Barley,857,3.2
F0518,B0099,Rice,1380,4.6
F1143,B0830,Pulses,609,4.4
F1849,B1387,Sugarcane,1400,3.7
F1055,B0997,Pulses,248,4.8
F1542,B1107,Barley,158,5.0
F0483,B1717,Cotton,1364,4.1
F0207,B1688,Maize,157,4.1
F0669,B0056,Millets,1481,3.6
F0579,B1726,Maize,601,4.2
F1995,B1954,Cotton,1022,3.9
F0387,B1046,Millets,101,3.6
F0412,B0580,Barley,161,3.1
F1866,B0185,Cotton,344,3.5
F1394,B0522,Rice,1262,3.4
F1377,B1602,Pulses,114,4.1
F1968,B0264,Barley,623,4.2
F1360,B1249,Millets,514,4.2
F0891,B1659,Pulses,307,3.8
F0906,B1062,Maize,1053,3.8
F1313,B1003,Barley,683,4.7
F0963,B0123,Sugarcane,1404,4.0
F0965,B1854,Pulses,259,5.0
F0140,B1180,Wheat,138,3.9
F1977,B1930,Millets,77,4.3
F0300,B0301,Wheat,287,3.1
F1037,B0833,Rice,385,4.3
F0664,B1091,Millets,112,4.7
F1452,B1929,Barley,549,4.9
F0825,B0645,Millets,840,5.0
F1888,B0874,Rice,641,3.6
F0400,B0394,Millets,1124,4.2
F0992,B1676,Barley,1185,3.9
F1133,B1618,Maize,350,4.1
F1509,B1594,Sugarcane,1163,3.3
F1912,B0661,Sugarcane,278,4.7
F1380,B1429,Cotton,199,4.8
F0149,B1473,Rice,1211,3.9
F1903,B1155,Barley,1208,3.6
F1740,B0069,Pulses,576,3.3
F0307,B1369,Wheat,382,4.4
F1557,B0762,Pulses,1435,3.6
F1084,B0320,Wheat,223,4.8
F0435,B0177,Maize,1286,4.3
F0021,B0584,Wheat,1416,4.3
F0875,B1553,Pulses,110,4.1
F0382,B1865,Millets,1134,3.1
F0245,B1184,Pulses,868,4.9
F1926,B0582,Sugarcane,573,4.3
F1097,B1649,Barley,265,5.0
F1473,B1768,Sugarcane,673,4.1
F1100,B1557,Rice,627,4.4
F0698,B1159,Millets,743,3.1
F0590,B1799,Pulses,472,4.3
F0390,B0111,Millets,765,4.5
F1601,B0999,Millets,1496,4.6
F1366,B0758,Barley,1444,4.5
F1314,B0283,Maize,1279,3.5
F0568,B1544,Wheat,1359,5.0
F1355,B1993,Rice,1178,5.0
F0259,B1820,Cotton,803,3.2
F0426,B1743,Millets,796,4.9
F1726,B0194,Cotton,737,3.6
F1030,B0967,Barley,772,4.4
F0006,B1071,Wheat,796,3.7
F0191,B0978,Wheat,291,4.9
F0148,B0342,Barley,714,3.2
F0405,B1266,Wheat,757,4.0
F0258,B0522,Sugarcane,484,3.9
F0730,B1394,Wheat,830,3.7
F1503,B0801,Cotton,533,4.3
F0090,B0903,Wheat,433,3.3
F0824,B0131,Pulses,219,4.4
F1888,B1294,Barley,1070,5.0
F0010,B1964,Maize,999,4.6
F1111,B0814,Cotton,918,4.7
F1786,B0061,Maize,372,3.7
F0838,B0164,Cotton,897,3.6
F1175,B1549,Millets,1305,4.0
F0988,B0272,Rice,745,3.1
F0625,B1744,Pulses,408,4.9
F0030,B1782,Cotton,1348,3.3
F0128,B0133,Millets,81,4.8
F1102,B1268,Pulses,226,3.2
F0421,B1830,Cotton,966,4.6
F1079,B0998,Maize,114,3.3
F1504,B1458,Maize,76,3.1
F0305,B0038,Barley,317,4.4
F0546,B1895,Cotton,646,3.6
F1129,B1592,Cotton,1061,4.4
F1196,B1343,Sugarcane,115,4.1
F1523,B1534,Pulses,182,3.2
F0022,B1400,Pulses,965,4.9
F1311,B1584,Pulses,1439,3.9
F0391,B0617,Pulses,131,4.5
F0617,B0474,Rice,1031,4.0
F0149,B0059,Rice,1401,4.2
F1296,B0589,Millets,1171,3.6
F1812,B1964,Wheat,634,3.4
F0299,B0499,Cotton,376,4.1
F0172,B1242,Cotton,591,3.9
F0047,B1919,Cotton,1198,3.8
F0626,B0567,Cotton,259,4.3
F1811,B0567,Pulses,182,4.4
F1840,B1153,Pulses,206,3.1
F0207,B0904,Rice,924,3.7
F0453,B0383,Maize,431,3.8
F1419,B1412,Sugarcane,1095,3.2
F1999,B0085,Pulses,1023,3.5
F0925,B1534,Pulses,644,3.1
F0754,B1750,Barley,1492,5.0
F1325,B0627,Pulses,521,4.5
F0708,B1461,Maize,283,3.2
F1009,B0826,Maize,621,3.0
F0676,B0293,Rice,820,4.4
F1200,B1073,Pulses,1235,3.9
F0855,B1091,Millets,350,4.6
F0783,B0787,Barley,355,4.8
F1134,B0129,Sugarcane,51,4.2
F0684,B0029,Cotton,320,3.4
F0963,B1367,Pulses,470,4.6
F0864,B1569,Rice,1216,4.9
F1226,B1143,Rice,749,4.2
F0168,B0692,Millets,913,4.4
F1638,B1961,Sugarcane,1009,3.7
F0086,B1687,Barley,1043,3.8
F1678,B0133,Wheat,1059,4.5
F1983,B1351,Rice,928,4.9
F0849,B1209,Maize,741,4.3
F1749,B1530,Maize,916,4.6
F1075,B0646,Cotton,1110,3.3
F1136,B0689,Rice,156,3.4
F1487,B0534,Barley,1370,4.1
F0442,B1265,Cotton,1170,3.4
F0271,B1613,Rice,330,4.3
F1601,B1740,Sugarcane,1183,3.6
F0344,B0516,Pulses,598,4.6
F1207,B1864,Barley,601,4.6
F0503,B0960,Rice,237,3.9
F1868,B0165,Barley,801,3.4
F1034,B0927,Wheat,919,4.3
F0494,B0933,Barley,1427,5.0
F1258,B1664,Barley,68,4.2
F1322,B0557,Maize,908,3.1
F0244,B1242,Sugarcane,1466,3.0
F1533,B1771,Pulses,1334,3.6
F1375,B1672,Pulses,1034,3.4
F0267,B0680,Maize,459,4.6
F1654,B0993,Barley,1476,4.7
F1680,B1773,Pulses,533,3.5
F0893,B1629,Cotton,1377,3.7
F0201,B1029,Sugarcane,673,3.5
F0239,B1692,Wheat,705,4.8
F1358,B0757,Maize,817,4.0
F0915,B1896,Rice,67,4.3
F1439,B1105,Rice,233,3.8
F0969,B1271,Rice,454,4.3
F0484,B0855,Millets,848,3.8
F1461,B0493,Sugarcane,1204,3.7
F0246,B0649,Wheat,528,4.3
F1882,B1410,Pulses,57,4.2
F1032,B1599,Wheat,754,3.6
F0152,B0992,Wheat,1391,3.3
F1416,B1331,Maize,1464,3.7
F0211,B0628,Sugarcane,1209,3.8
F0367,B0625,Rice,580,4.3
F0944,B0543,Maize,962,4.8
F1694,B0007,Pulses,1440,3.1
F1594,B1950,Wheat,738,3.5
F0086,B0954,Barley,1084,3.4
F1079,B0515,Rice,602,4.0
F1737,B1843,Millets,495,3.9
F1658,B0755,Sugarcane,1187,4.5
F0446,B1592,Cotton,755,3.5
F0620,B0073,Millets,245,4.2
F0304,B0010,Wheat,909,4.8
F0132,B1597,Wheat,1396,4.8
F1445,B0562,Wheat,677,4.9
F0904,B0122,Wheat,1030,4.5
F1409,B0687,Rice,679,4.8
F0988,B0513,Sugarcane,1238,3.5
F1222,B0990,Millets,1325,3.4
F0047,B0441,Maize,93,3.0
F1764,B1062,Rice,538,4.4
F0757,B0702,Sugarcane,230,4.9
F1227,B0591,Millets,1150,3.4
F1285,B1369,Maize,423,4.3
F0690,B1990,Wheat,677,4.5
F1048,B1362,Sugarcane,1006,4.9
F0687,B1985,Wheat,116,4.3
F0786,B1726,Barley,1165,4.9
F0340,B1208,Sugarcane,828,3.7
F0412,B0067,Pulses,700,3.7
F1997,B0017,Cotton,1317,4.1
F1285,B1407,Wheat,390,3.8
F0286,B0368,Wheat,952,3.0
F1537,B0904,Wheat,1377,4.5
F1110,B1340,Pulses,447,4.5
F0850,B1521,Rice,752,4.5
F0430,B1832,Maize,146,3.7
F1605,B0721,Wheat,1404,4.0
F0031,B1369,Wheat,1278,3.7
F1734,B0958,Millets,498,3.0
F0603,B1577,Millets,1491,4.1
F0440,B0908,Rice,126,3.2
F0985,B0989,Rice,945,3.2
F1373,B0473,Cotton,598,4.5
F1919,B0115,Sugarcane,847,3.0
F0412,B0100,Wheat,1498,4.9
F0528,B1909,Sugarcane,864,4.0
F0310,B0438,Barley,1071,5.0
F0949,B1369,Rice,184,3.1
F1420,B0349,Rice,703,4.2
F1812,B0139,Cotton,1327,3.7
F1362,B0828,Maize,1328,4.7
F0674,B0324,Pulses,695,3.7
F0437,B0846,Pulses,769,3.5
F0704,B1326,Pulses,662,4.7
F0663,B0294,Rice,533,3.7
F0365,B1981,Wheat,1119,3.0
F0923,B1553,Millets,697,3.8
F0113,B1858,Cotton,841,4.3
F1809,B0968,Maize,628,3.5
F0176,B1316,Barley,1077,3.9
F1173,B0074,Pulses,50,3.1
F1202,B1799,Cotton,1363,4.2
F0936,B0484,Millets,158,4.5
F0382,B0016,Millets,509,3.8
F1247,B1550,Rice,315,3.8
F1283,B1360,Pulses,1211,3.2
F1809,B0793,Maize,93,3.4
F1213,B1897,Barley,935,3.3
F0306,B0516,Sugarcane,993,4.0
F1402,B0925,Millets,1032,4.1
F0602,B1151,Millets,311,4.9
F0343,B0824,Barley,777,3.1
F1798,B0518,Millets,682,4.2
F0156,B0129,Maize,201,4.1
F0712,B0511,Barley,262,4.0
F1079,B0423,Wheat,1065,4.7
F1790,B0385,Pulses,1307,3.4
F1466,B1907,Pulses,912,3.1
F1709,B0232,Sugarcane,672,4.3
F1224,B0959,Barley,410,3.7
F0403,B0825,Sugarcane,369,3.0
F0614,B1219,Barley,271,3.5
F0797,B0065,Pulses,259,3.6
F1687,B0833,Wheat,1469,4.2
F0623,B0615,Millets,980,3.3
F1952,B1301,Barley,538,3.8
F1802,B1694,Sugarcane,650,4.0
F0603,B1248,Rice,823,3.9
F0177,B0801,Millets,927,4.9
F0449,B1968,Pulses,749,3.1
F0743,B0278,Maize,501,4.9
F1565,B1718,Maize,462,4.2
F1979,B0366,Millets,525,4.6
F0301,B0516,Wheat,305,3.9
F0707,B1239,Rice,1223,3.9
F0307,B0439,Sugarcane,176,4.8
F0751,B0428,Barley,441,4.8
F0869,B0729,Pulses,529,3.5
F1920,B0396,Maize,1042,3.4
F1291,B1233,Maize,1470,4.0
F0214,B1525,Maize,972,4.8
F1618,B1487,Maize,451,3.6
F1664,B0586,Cotton,323,4.3
F0483,B1251,Wheat,894,4.4
F1286,B0375,Sugarcane,188,4.6
F1091,B1524,Pulses,152,4.1
F1598,B0948,Pulses,1315,3.8
F0133,B0093,Pulses,1190,4.9
F1673,B1484,Sugarcane,1287,4.2
F1564,B1601,Wheat,533,4.5
F0512,B0321,Millets,578,3.7
F0211,B1034,Millets,273,4.3
F0988,B0914,Rice,1343,3.5
F0987,B1327,Barley,1207,3.5
F0717,B1346,Millets,163,4.4
F0253,B1841,Barley,693,4.0
F0038,B1480,Wheat,700,4.4
F1067,B1302,Maize,1438,3.5
F0629,B1622,Barley,1305,4.2
F1429,B1562,Maize,507,3.9
F0987,B1754,Wheat,424,4.2
F1726,B1417,Wheat,660,3.6
F0046,B0917,Sugarcane,256,4.4
F1478,B0095,Sugarcane,966,4.6
F1702,B1780,Cotton,370,3.5
F0305,B0959,Pulses,142,3.6
F1739,B1131,Cotton,1481,4.3
F0233,B1414,Pulses,1231,4.4
F0245,B1784,Maize,921,4.4
F1745,B1550,Cotton,148,4.4
F0760,B1697,Cotton,274,3.8
F1319,B0071,Rice,901,3.8
F0839,B0664,Wheat,490,3.5
F1407,B0969,Sugarcane,769,3.3
F0158,B0587,Cotton,634,4.4
F1429,B1400,Sugarcane,1474,3.2
