Buyer_ID,Farmer_ID,Crop,Match_Score
B0512,F1623,Pulses,0.597
B0512,F1230,Maize,0.597
B0512,F1290,Rice,0.597
B0513,F0988,Sugarcane,0.731
B0513,F0496,Barley,0.599
B0513,F1267,Barley,0.597
B0513,F0787,Barley,0.597
B0513,F0726,Cotton,0.596
B0514,F0396,Sugarcane,0.6
B0514,F0534,Rice,0.599
B0514,F0940,Wheat,0.599
B0514,F0634,Rice,0.598
B0514,F0127,Wheat,0.598
B0515,F1079,Pulses,0.883
B0515,F0230,Cotton,0.668
B0515,F1943,Pulses,0.598
B0515,F0074,Wheat,0.598
B0515,F1916,Wheat,0.598
B0516,F1166,Wheat,0.853
B0516,F1104,Rice,0.772
B0516,F0301,Rice,0.772
B0516,F0344,Wheat,0.738
B0516,F0306,Cotton,0.655
B0517,F0234,Sugarcane,0.599
B0517,F0803,Rice,0.599
B0517,F0935,Millets,0.599
B0517,F0278,Pulses,0.598
B0517,F0887,Rice,0.598
B0518,F1093,Millets,0.823
B0518,F1798,Wheat,0.804
B0518,F1340,Pulses,0.739
B0518,F0330,Millets,0.739
B0518,F0777,Rice,0.6
B0519,F1446,Rice,0.823
B0519,F0854,Maize,0.73
B0519,F1160,Sugarcane,0.599
B0519,F0281,Sugarcane,0.598
B0519,F0351,Sugarcane,0.597
B0520,F0425,Millets,0.599
B0520,F0920,Millets,0.599
B0520,F1660,Millets,0.599
B0520,F1334,Millets,0.598
B0520,F1989,Maize,0.598
B0521,F1117,Barley,0.598
B0521,F0449,Barley,0.596
B0521,F0524,Barley,0.594
B0521,F1427,Barley,0.592
B0521,F0586,Barley,0.591
B0522,F1394,Pulses,0.819
B0522,F0258,Pulses,0.738
B0522,F0205,Sugarcane,0.599
B0522,F1281,Wheat,0.599
B0522,F1554,Sugarcane,0.599
B0523,F0683,Barley,0.6
B0523,F1813,Barley,0.599
B0523,F1043,Barley,0.597
B0523,F0356,Barley,0.595
B0523,F1343,Barley,0.594
B0524,F0868,Pulses,0.597
B0524,F0807,Millets,0.595
B0524,F0977,Millets,0.592
B0524,F0412,Millets,0.591
B0524,F0176,Pulses,0.59
B0525,F0794,Sugarcane,0.907
B0525,F0698,Wheat,0.766
B0525,F0323,Sugarcane,0.599
B0525,F1489,Rice,0.598
B0525,F1359,Sugarcane,0.598
B0526,F1707,Maize,0.599
B0526,F0905,Maize,0.599
B0526,F1504,Maize,0.599
B0526,F1464,Maize,0.599
B0526,F1010,Millets,0.598
B0527,F0455,Cotton,0.689
B0527,F1443,Sugarcane,0.6
B0527,F0006,Millets,0.599
B0527,F0380,Rice,0.599
B0527,F0094,Pulses,0.599
B0528,F0032,Rice,0.802
B0528,F0230,Cotton,0.6
B0528,F0003,Cotton,0.599
B0528,F0471,Cotton,0.599
B0528,F0572,Maize,0.597
B0529,F1134,Barley,0.6
B0529,F0319,Barley,0.599
B0529,F0899,Barley,0.599
B0529,F0009,Barley,0.598
B0529,F0366,Barley,0.598
B0530,F0404,Rice,0.893
B0530,F1669,Barley,0.771
B0530,F1312,Wheat,0.599
B0530,F1607,Wheat,0.599
B0530,F0699,Wheat,0.599
B0531,F1713,Cotton,0.598
B0531,F0729,Cotton,0.597
B0531,F1462,Cotton,0.597
B0531,F0083,Cotton,0.595
B0531,F1832,Cotton,0.595
B0532,F1191,Maize,0.6
B0532,F1342,Millets,0.599
B0532,F0393,Millets,0.598
B0532,F1596,Millets,0.597
B0532,F1308,Millets,0.596
B0533,F0082,Sugarcane,0.724
B0533,F0719,Millets,0.688
B0533,F1101,Maize,0.598
B0533,F0487,Maize,0.597
B0533,F0516,Maize,0.596
B0534,F1487,Barley,0.926
B0534,F1964,Wheat,0.799
B0534,F1301,Barley,0.6
B0534,F1360,Barley,0.596
B0534,F0569,Barley,0.595
B0535,F1016,Pulses,0.599
B0535,F1122,Maize,0.598
B0535,F0703,Rice,0.597
B0535,F0532,Millets,0.596
B0535,F0702,Millets,0.595
B0536,F0553,Cotton,0.923
B0536,F1159,Sugarcane,0.619
B0536,F1822,Barley,0.599
B0536,F0496,Barley,0.597
B0536,F0726,Cotton,0.595
B0537,F1513,Cotton,0.771
B0537,F1758,Rice,0.6
B0537,F1138,Wheat,0.6
B0537,F0488,Sugarcane,0.599
B0537,F0808,Rice,0.599
B0538,F1066,Maize,0.597
B0538,F1573,Pulses,0.596
B0538,F1191,Maize,0.595
B0538,F1346,Maize,0.595
B0538,F1915,Millets,0.594
B0539,F1413,Cotton,0.599
B0539,F1544,Cotton,0.599
B0539,F0776,Cotton,0.596
B0539,F0739,Cotton,0.596
B0539,F1173,Maize,0.596
B0540,F1967,Rice,0.745
B0540,F0566,Wheat,0.597
B0540,F1659,Rice,0.597
B0540,F1140,Rice,0.596
B0540,F1450,Sugarcane,0.594
B0541,F0049,Pulses,0.6
B0541,F0903,Pulses,0.6
B0541,F0820,Rice,0.599
B0541,F0240,Millets,0.598
B0541,F0118,Pulses,0.598
B0542,F0847,Wheat,0.903
B0542,F1153,Sugarcane,0.865
B0542,F1547,Millets,0.788
B0542,F0186,Cotton,0.647
B0542,F0090,Wheat,0.599
B0543,F1889,Barley,0.854
B0543,F0598,Barley,0.705
B0543,F0944,Cotton,0.624
B0543,F0132,Cotton,0.593
B0543,F1950,Barley,0.592
B0544,F0223,Pulses,0.599
B0544,F1633,Millets,0.598
B0544,F0592,Millets,0.598
B0544,F0184,Maize,0.597
B0544,F0024,Millets,0.597
B0545,F0071,Wheat,0.599
B0545,F1073,Wheat,0.599
B0545,F0775,Wheat,0.599
B0545,F0753,Wheat,0.598
B0545,F0090,Wheat,0.597
B0546,F0359,Rice,0.949
B0546,F1728,Rice,0.6
B0546,F1998,Rice,0.599
B0546,F1126,Millets,0.599
B0546,F1790,Pulses,0.598
B0547,F0005,Maize,0.598
B0547,F1550,Millets,0.597
B0547,F0702,Millets,0.596
B0547,F0532,Millets,0.594
B0547,F1395,Cotton,0.593
B0548,F1602,Barley,0.879
B0548,F1062,Cotton,0.6
B0548,F1070,Cotton,0.6
B0548,F0539,Cotton,0.599
B0548,F0553,Cotton,0.599
B0549,F0770,Rice,0.921
B0549,F1619,Pulses,0.599
B0549,F1618,Rice,0.598
B0549,F0429,Rice,0.598
B0549,F1055,Rice,0.598
B0550,F1720,Rice,0.6
B0550,F0078,Sugarcane,0.599
B0550,F1414,Millets,0.599
B0550,F0010,Wheat,0.599
B0550,F1987,Wheat,0.599
B0551,F1803,Maize,0.598
B0551,F0487,Maize,0.598
B0551,F0611,Cotton,0.598
B0551,F1567,Cotton,0.598
B0551,F0967,Cotton,0.598
B0552,F1864,Pulses,0.773
B0552,F0484,Pulses,0.599
B0552,F1161,Millets,0.599
B0552,F1113,Millets,0.599
B0552,F1756,Millets,0.599
B0553,F1874,Pulses,0.599
B0553,F0887,Rice,0.599
B0553,F1215,Wheat,0.598
B0553,F0803,Rice,0.598
B0553,F0453,Pulses,0.598
B0554,F0726,Cotton,0.6
B0554,F0901,Cotton,0.599
B0554,F1049,Cotton,0.599
B0554,F0100,Cotton,0.598
B0554,F0913,Cotton,0.598
B0555,F0991,Wheat,0.792
B0555,F1022,Rice,0.599
B0555,F1052,Rice,0.599
B0555,F0082,Sugarcane,0.599
B0555,F0548,Sugarcane,0.599
B0556,F1222,Wheat,0.6
B0556,F1734,Sugarcane,0.6
B0556,F0542,Wheat,0.599
B0556,F1538,Pulses,0.598
B0556,F1327,Rice,0.598
B0557,F1322,Maize,0.737
B0557,F1619,Pulses,0.599
B0557,F1736,Millets,0.598
B0557,F1612,Pulses,0.598
B0557,F1105,Pulses,0.598
B0558,F0750,Wheat,0.6
B0558,F0358,Millets,0.6
B0558,F1787,Sugarcane,0.6
B0558,F1604,Rice,0.599
B0558,F1099,Pulses,0.599
B0559,F0820,Rice,0.599
B0559,F0903,Pulses,0.599
B0559,F1055,Rice,0.599
B0559,F0671,Rice,0.599
B0559,F0890,Rice,0.599
B0560,F1641,Sugarcane,0.599
B0560,F1980,Wheat,0.599
B0560,F0463,Pulses,0.599
B0560,F1624,Sugarcane,0.598
B0560,F0160,Sugarcane,0.598
B0561,F1394,Pulses,0.954
B0561,F1939,Wheat,0.892
B0561,F0790,Barley,0.75
B0561,F0493,Rice,0.6
B0561,F1780,Millets,0.599
B0562,F1445,Maize,0.941
B0562,F1336,Pulses,0.937
B0562,F0612,Wheat,0.599
B0562,F1742,Wheat,0.599
B0562,F0478,Millets,0.599
B0563,F0818,Maize,0.675
B0563,F1122,Maize,0.6
B0563,F0703,Rice,0.598
B0563,F1709,Millets,0.597
B0563,F1016,Pulses,0.596
B0564,F1372,Maize,0.6
B0564,F0734,Millets,0.599
B0564,F0386,Millets,0.598
B0564,F1806,Maize,0.598
B0564,F1770,Cotton,0.597
B0565,F0357,Wheat,0.803
B0565,F1716,Millets,0.6
B0565,F0144,Millets,0.599
B0565,F1795,Millets,0.599
B0565,F0658,Maize,0.599
B0566,F0242,Barley,0.599
B0566,F0711,Barley,0.596
B0566,F0538,Barley,0.595
B0566,F0112,Barley,0.595
B0566,F0503,Cotton,0.594
B0567,F0626,Wheat,0.886
B0567,F1062,Cotton,0.879
B0567,F0828,Wheat,0.862
B0567,F1811,Wheat,0.855
B0567,F1244,Barley,0.62
B0568,F1290,Rice,0.599
B0568,F1362,Pulses,0.598
B0568,F0631,Rice,0.598
B0568,F1466,Pulses,0.598
B0568,F1385,Rice,0.597
B0569,F0356,Barley,0.599
B0569,F0619,Barley,0.598
B0569,F1398,Barley,0.598
B0569,F1703,Barley,0.598
B0569,F1114,Barley,0.597
B0570,F1860,Rice,0.911
B0570,F0219,Millets,0.6
B0570,F0854,Maize,0.6
B0570,F1307,Millets,0.599
B0570,F1984,Maize,0.598
B0571,F0092,Sugarcane,0.599
B0571,F1283,Rice,0.599
B0571,F0225,Wheat,0.599
B0571,F0936,Rice,0.599
B0571,F0958,Rice,0.598
B0572,F0339,Sugarcane,0.6
B0572,F0833,Maize,0.6
B0572,F1663,Sugarcane,0.6
B0572,F0890,Rice,0.599
B0572,F0645,Millets,0.599
B0573,F1902,Cotton,0.8
B0573,F0841,Barley,0.6
B0573,F0346,Barley,0.6
B0573,F0550,Barley,0.599
B0573,F1224,Barley,0.598
B0574,F1231,Barley,0.653
B0574,F0376,Sugarcane,0.6
B0574,F0864,Wheat,0.6
B0574,F1415,Wheat,0.599
B0574,F1386,Sugarcane,0.599
B0575,F0426,Cotton,0.942
B0575,F1773,Rice,0.826
B0575,F0643,Millets,0.6
B0575,F0246,Pulses,0.6
B0575,F0519,Millets,0.599
B0576,F0621,Sugarcane,0.6
B0576,F1312,Wheat,0.6
B0576,F1875,Wheat,0.6
B0576,F0737,Sugarcane,0.599
B0576,F1332,Pulses,0.599
B0577,F1794,Barley,0.907
B0577,F0658,Maize,0.599
B0577,F0649,Millets,0.599
B0577,F1834,Maize,0.598
B0577,F1716,Millets,0.598
B0578,F1018,Maize,0.6
B0578,F0911,Maize,0.599
B0578,F1919,Maize,0.598
B0578,F1260,Maize,0.598
B0578,F0656,Cotton,0.597
B0579,F0122,Cotton,0.866
B0579,F0482,Pulses,0.6
B0579,F0175,Millets,0.599
B0579,F0099,Pulses,0.599
B0579,F0443,Rice,0.599
B0580,F0412,Millets,0.8
B0580,F0014,Maize,0.599
B0580,F0527,Maize,0.599
B0580,F1656,Maize,0.598
B0580,F1311,Maize,0.598
B0581,F1497,Millets,0.923
B0581,F1580,Maize,0.598
B0581,F1266,Maize,0.598
B0581,F1471,Cotton,0.597
B0581,F1664,Maize,0.597
B0582,F1926,Cotton,0.937
B0582,F1909,Wheat,0.673
B0582,F1070,Cotton,0.6
B0582,F1062,Cotton,0.6
B0582,F0553,Cotton,0.599
B0583,F0737,Sugarcane,0.6
B0583,F0088,Rice,0.599
B0583,F0621,Sugarcane,0.599
B0583,F1130,Wheat,0.598
B0583,F1036,Wheat,0.598
B0584,F0021,Pulses,0.824
B0584,F0372,Millets,0.599
B0584,F0696,Sugarcane,0.598
B0584,F0977,Millets,0.597
B0584,F0868,Pulses,0.597
B0585,F1368,Pulses,0.599
B0585,F1947,Rice,0.599
B0585,F1045,Pulses,0.599
B0585,F1420,Rice,0.598
B0585,F1183,Millets,0.598
B0586,F0167,Millets,0.902
B0586,F1664,Maize,0.838
B0586,F0254,Cotton,0.599
B0586,F1395,Cotton,0.599
B0586,F0132,Cotton,0.597
B0587,F0008,Cotton,0.879
B0587,F0158,Wheat,0.764
B0587,F1044,Rice,0.6
B0587,F1366,Pulses,0.599
B0587,F0073,Rice,0.599
B0588,F0966,Rice,0.799
B0588,F0063,Cotton,0.597
B0588,F0288,Cotton,0.596
B0588,F0495,Cotton,0.596
B0588,F1813,Barley,0.595
B0589,F1119,Cotton,0.853
B0589,F1296,Wheat,0.775
B0589,F0665,Rice,0.6
B0589,F0179,Rice,0.599
B0589,F0679,Wheat,0.599
B0590,F0545,Rice,0.599
B0590,F1411,Sugarcane,0.599
B0590,F1903,Rice,0.599
B0590,F1604,Rice,0.599
B0590,F0450,Pulses,0.598
B0591,F1227,Barley,0.826
B0591,F0298,Barley,0.6
B0591,F0370,Barley,0.6
B0591,F1512,Barley,0.6
B0591,F0350,Barley,0.599
B0592,F1726,Pulses,0.856
B0592,F0202,Millets,0.6
B0592,F1661,Maize,0.599
B0592,F0543,Maize,0.599
B0592,F0812,Maize,0.599
B0593,F0768,Millets,0.902
B0593,F0611,Cotton,0.599
B0593,F0286,Maize,0.598
B0593,F0178,Maize,0.598
B0593,F1170,Maize,0.596
B0594,F0868,Pulses,0.598
B0594,F0977,Millets,0.597
B0594,F1178,Millets,0.592
B0594,F0415,Maize,0.592
B0594,F0084,Millets,0.591
B0595,F1178,Millets,0.598
B0595,F1667,Millets,0.597
B0595,F0977,Millets,0.597
B0595,F0897,Pulses,0.596
B0595,F0868,Pulses,0.595
B0596,F0780,Maize,0.783
B0596,F0999,Millets,0.756
B0596,F0630,Barley,0.599
B0596,F1813,Barley,0.598
B0596,F0683,Barley,0.592
B0597,F1639,Rice,0.929
B0597,F0080,Sugarcane,0.599
B0597,F0297,Pulses,0.599
B0597,F1901,Sugarcane,0.599
B0597,F1680,Wheat,0.599
B0598,F0913,Cotton,0.751
B0598,F1862,Pulses,0.6
B0598,F1423,Maize,0.6
B0598,F1514,Rice,0.599
B0598,F0724,Rice,0.599
B0599,F0443,Rice,0.813
B0599,F0573,Rice,0.598
B0599,F0581,Pulses,0.598
B0599,F1158,Rice,0.598
B0599,F0815,Sugarcane,0.597
B0600,F0556,Millets,0.6
B0600,F0167,Millets,0.6
B0600,F1673,Millets,0.6
B0600,F0258,Pulses,0.6
B0600,F0715,Millets,0.599
B0601,F0751,Millets,0.836
B0601,F0544,Wheat,0.6
B0601,F0614,Wheat,0.599
B0601,F0185,Rice,0.598
B0601,F1391,Wheat,0.598
B0602,F0084,Millets,0.6
B0602,F0355,Millets,0.597
B0602,F1426,Pulses,0.595
B0602,F1522,Rice,0.594
B0602,F0581,Pulses,0.593
B0603,F0456,Maize,0.599
B0603,F1789,Cotton,0.599
B0603,F1894,Maize,0.599
B0603,F1274,Maize,0.597
B0603,F1973,Maize,0.596
B0604,F0387,Maize,0.934
B0604,F0958,Rice,0.599
B0604,F1283,Rice,0.599
B0604,F1133,Pulses,0.599
B0604,F0293,Rice,0.599
B0605,F0576,Pulses,0.847
B0605,F1906,Wheat,0.599
B0605,F0344,Wheat,0.599
B0605,F0266,Wheat,0.599
B0605,F1961,Wheat,0.599
B0606,F1216,Rice,0.911
B0606,F0259,Millets,0.599
B0606,F1495,Pulses,0.599
B0606,F1628,Rice,0.599
B0606,F0438,Millets,0.598
B0607,F1731,Pulses,0.787
B0607,F1092,Barley,0.599
B0607,F1889,Barley,0.599
B0607,F0201,Barley,0.598
B0607,F1389,Barley,0.597
B0608,F1620,Cotton,0.885
B0608,F1290,Rice,0.599
B0608,F1362,Pulses,0.598
B0608,F1466,Pulses,0.598
B0608,F1385,Rice,0.598
B0609,F0909,Barley,0.829
B0609,F1649,Rice,0.802
B0609,F1701,Cotton,0.6
B0609,F1376,Cotton,0.599
B0609,F0894,Cotton,0.599
B0610,F1954,Sugarcane,0.849
B0610,F1959,Cotton,0.776
B0610,F0461,Wheat,0.599
B0610,F0205,Sugarcane,0.599
B0610,F0232,Sugarcane,0.599
B0611,F0267,Sugarcane,0.599
B0611,F1994,Rice,0.599
B0611,F0582,Rice,0.599
B0611,F1103,Sugarcane,0.598
B0611,F1874,Pulses,0.598
B0612,F1387,Rice,0.807
B0612,F0183,Pulses,0.598
B0612,F1214,Pulses,0.598
B0612,F1340,Pulses,0.597
B0612,F0884,Millets,0.597
B0613,F0862,Rice,0.6
B0613,F0333,Sugarcane,0.6
B0613,F1277,Rice,0.598
B0613,F1784,Pulses,0.598
B0613,F1004,Rice,0.598
B0614,F1345,Barley,0.687
B0614,F1243,Barley,0.6
B0614,F1306,Barley,0.6
B0614,F1541,Barley,0.599
B0614,F0965,Barley,0.599
B0615,F1742,Wheat,0.859
B0615,F0409,Sugarcane,0.597
B0615,F1469,Sugarcane,0.596
B0615,F1186,Sugarcane,0.596
B0615,F1139,Sugarcane,0.596
B0616,F0548,Sugarcane,0.6
B0616,F0755,Wheat,0.599
B0616,F1022,Rice,0.598
B0616,F0712,Wheat,0.598
B0616,F0595,Sugarcane,0.598
B0617,F1808,Cotton,0.848
B0617,F0391,Maize,0.835
B0617,F0657,Barley,0.599
B0617,F0598,Barley,0.599
B0617,F1505,Barley,0.599
B0618,F1411,Sugarcane,0.933
B0618,F0679,Wheat,0.927
B0618,F0489,Rice,0.599
B0618,F0123,Wheat,0.599
B0618,F0130,Sugarcane,0.599
B0619,F0421,Wheat,0.6
B0619,F0685,Rice,0.599
B0619,F0185,Rice,0.597
B0619,F0531,Rice,0.596
B0619,F0026,Pulses,0.596
B0620,F1751,Sugarcane,0.597
B0620,F1218,Wheat,0.595
B0620,F1529,Pulses,0.593
B0620,F0252,Rice,0.593
B0620,F0528,Wheat,0.593
B0621,F0024,Millets,0.599
B0621,F0223,Pulses,0.599
B0621,F1633,Millets,0.599
B0621,F0184,Maize,0.599
B0621,F0592,Millets,0.598
B0622,F1610,Maize,0.597
B0622,F0495,Cotton,0.597
B0622,F0200,Maize,0.595
B0622,F1440,Maize,0.594
B0622,F0288,Cotton,0.594
B0623,F1766,Millets,0.639
B0623,F1389,Barley,0.6
B0623,F0201,Barley,0.6
B0623,F1889,Barley,0.6
B0623,F1092,Barley,0.594
B0624,F1749,Barley,0.704
B0624,F0776,Cotton,0.703
B0624,F0233,Sugarcane,0.599
B0624,F0677,Sugarcane,0.598
B0624,F0861,Sugarcane,0.598
B0625,F0367,Pulses,0.714
B0625,F0270,Maize,0.599
B0625,F1030,Cotton,0.598
B0625,F1610,Maize,0.598
B0625,F0537,Millets,0.595
B0626,F1546,Sugarcane,0.892
B0626,F0689,Barley,0.752
B0626,F1697,Rice,0.6
B0626,F1037,Millets,0.599
B0626,F1416,Sugarcane,0.599
B0627,F1325,Cotton,0.917
B0627,F1910,Cotton,0.857
B0627,F1770,Cotton,0.599
B0627,F1736,Millets,0.598
B0627,F1638,Cotton,0.597
B0628,F0211,Barley,0.748
B0628,F1599,Millets,0.6
B0628,F0491,Millets,0.599
B0628,F0779,Millets,0.599
B0628,F1331,Pulses,0.598
B0629,F0946,Barley,0.599
B0629,F1703,Barley,0.599
B0629,F0760,Barley,0.599
B0629,F0062,Barley,0.598
B0629,F1306,Barley,0.598
B0630,F1714,Cotton,0.88
B0630,F0019,Millets,0.599
B0630,F0113,Millets,0.599
B0630,F1265,Pulses,0.599
B0630,F1059,Pulses,0.598
B0631,F1475,Millets,0.6
B0631,F0504,Millets,0.6
B0631,F1942,Millets,0.599
B0631,F1899,Millets,0.599
B0631,F1767,Pulses,0.598
B0632,F0348,Sugarcane,0.599
B0632,F1555,Sugarcane,0.599
B0632,F0781,Rice,0.599
B0632,F0696,Sugarcane,0.599
B0632,F1986,Pulses,0.599
B0633,F0483,Cotton,0.847
B0633,F1883,Rice,0.809
B0633,F1554,Sugarcane,0.786
B0633,F0752,Cotton,0.6
B0633,F1210,Cotton,0.6
B0634,F1462,Cotton,0.781
B0634,F1237,Rice,0.6
B0634,F1614,Rice,0.6
B0634,F0304,Pulses,0.599
B0634,F0367,Pulses,0.599
B0635,F0364,Wheat,0.6
B0635,F0626,Wheat,0.598
B0635,F0576,Pulses,0.597
B0635,F1281,Wheat,0.597
B0635,F0834,Sugarcane,0.597
B0636,F1573,Pulses,0.598
B0636,F0802,Pulses,0.598
B0636,F0452,Pulses,0.598
B0636,F1080,Rice,0.597
B0636,F0786,Rice,0.597
B0637,F1362,Pulses,0.771
B0637,F0774,Sugarcane,0.6
B0637,F1091,Sugarcane,0.6
B0637,F0128,Rice,0.6
B0637,F0422,Wheat,0.599
B0638,F1285,Barley,0.847
B0638,F0360,Maize,0.734
B0638,F1542,Barley,0.6
B0638,F1698,Barley,0.6
B0638,F0079,Barley,0.6
B0639,F1679,Pulses,0.701
B0639,F0176,Pulses,0.599
B0639,F0283,Pulses,0.599
B0639,F0631,Rice,0.599
B0639,F1936,Millets,0.599
B0640,F1684,Rice,0.835
B0640,F0655,Pulses,0.6
B0640,F1129,Pulses,0.599
B0640,F1763,Maize,0.599
B0640,F1837,Pulses,0.598
B0641,F1793,Barley,0.719
B0641,F1287,Wheat,0.6
B0641,F0939,Pulses,0.598
B0641,F1206,Pulses,0.598
B0641,F0313,Sugarcane,0.598
B0642,F0333,Sugarcane,0.786
B0642,F1522,Rice,0.599
B0642,F0355,Millets,0.598
B0642,F1523,Rice,0.597
B0642,F1693,Sugarcane,0.596
B0643,F0116,Sugarcane,0.599
B0643,F0888,Pulses,0.599
B0643,F1521,Pulses,0.598
B0643,F1538,Pulses,0.598
B0643,F1961,Wheat,0.598
B0644,F0934,Rice,0.6
B0644,F0232,Sugarcane,0.598
B0644,F0043,Wheat,0.598
B0644,F0369,Maize,0.598
B0644,F1875,Wheat,0.598
B0645,F0825,Millets,0.782
B0645,F0537,Millets,0.599
B0645,F0652,Millets,0.599
B0645,F0970,Maize,0.599
B0645,F1752,Millets,0.598
B0646,F1075,Rice,0.605
B0646,F1736,Millets,0.599
B0646,F1619,Pulses,0.598
B0646,F1828,Millets,0.597
B0646,F1770,Cotton,0.597
B0647,F1845,Pulses,0.6
B0647,F1932,Sugarcane,0.599
B0647,F1484,Rice,0.599
B0647,F0276,Sugarcane,0.598
B0647,F0822,Sugarcane,0.598
B0648,F0790,Barley,0.599
B0648,F0161,Barley,0.598
B0648,F0168,Barley,0.598
B0648,F0319,Barley,0.597
B0648,F1134,Barley,0.596
B0649,F0246,Pulses,0.849
B0649,F1226,Pulses,0.664
B0649,F0946,Barley,0.6
B0649,F0575,Barley,0.599
B0649,F0146,Barley,0.599
B0650,F0498,Sugarcane,0.946
B0650,F0768,Millets,0.73
B0650,F0941,Sugarcane,0.6
B0650,F1650,Wheat,0.599
B0650,F0034,Wheat,0.598
B0651,F1719,Wheat,0.599
B0651,F1951,Sugarcane,0.598
B0651,F0107,Pulses,0.597
B0651,F1870,Wheat,0.597
B0651,F1102,Wheat,0.596
B0652,F0682,Cotton,0.599
B0652,F0894,Cotton,0.599
B0652,F1279,Cotton,0.599
B0652,F1877,Cotton,0.599
B0652,F1990,Cotton,0.598
B0653,F1792,Pulses,0.6
B0653,F0204,Rice,0.6
B0653,F1692,Pulses,0.599
B0653,F1944,Pulses,0.599
B0653,F1710,Pulses,0.599
B0654,F0415,Maize,0.864
B0654,F0630,Barley,0.599
B0654,F0909,Barley,0.598
B0654,F1343,Barley,0.596
B0654,F1813,Barley,0.594
B0655,F1222,Wheat,0.787
B0655,F0355,Millets,0.599
B0655,F0084,Millets,0.598
B0655,F1522,Rice,0.597
B0655,F0581,Pulses,0.597
B0656,F1265,Pulses,0.905
B0656,F1822,Barley,0.599
B0656,F0496,Barley,0.596
B0656,F0031,Cotton,0.596
B0656,F0726,Cotton,0.595
B0657,F0705,Cotton,0.888
B0657,F1619,Pulses,0.598
B0657,F1455,Rice,0.598
B0657,F1309,Rice,0.597
B0657,F1044,Rice,0.597
B0658,F1239,Rice,0.817
B0658,F1710,Pulses,0.6
B0658,F1344,Rice,0.599
B0658,F0204,Rice,0.599
B0658,F1792,Pulses,0.599
B0659,F0103,Wheat,0.599
B0659,F0149,Rice,0.599
B0659,F0959,Wheat,0.599
B0659,F0106,Wheat,0.599
B0659,F0939,Pulses,0.599
B0660,F1185,Millets,0.695
B0660,F1775,Barley,0.6
B0660,F0012,Barley,0.599
B0660,F1818,Barley,0.599
B0660,F1685,Barley,0.599
B0661,F1912,Pulses,0.917
B0661,F1172,Maize,0.802
B0661,F0025,Sugarcane,0.6
B0661,F0770,Rice,0.6
B0661,F0198,Sugarcane,0.6
B0662,F0619,Barley,0.599
B0662,F0356,Barley,0.598
B0662,F1813,Barley,0.596
B0662,F0683,Barley,0.595
B0662,F0012,Barley,0.595
B0663,F1554,Sugarcane,0.861
B0663,F0918,Sugarcane,0.6
B0663,F0637,Rice,0.599
B0663,F1982,Sugarcane,0.599
B0663,F1051,Wheat,0.598
B0664,F0839,Sugarcane,0.788
B0664,F1282,Barley,0.63
B0664,F0364,Wheat,0.6
B0664,F0626,Wheat,0.598
B0664,F1911,Sugarcane,0.598
B0665,F0013,Maize,0.802
B0665,F1223,Rice,0.778
B0665,F1981,Cotton,0.597
B0665,F0706,Cotton,0.595
B0665,F0036,Cotton,0.595
B0666,F1903,Rice,0.599
B0666,F0033,Sugarcane,0.599
B0666,F0283,Pulses,0.598
B0666,F1239,Rice,0.598
B0666,F0545,Rice,0.598
B0667,F0071,Wheat,0.969
B0667,F0519,Millets,0.843
B0667,F1724,Wheat,0.6
B0667,F0413,Pulses,0.6
B0667,F0914,Wheat,0.6
B0668,F1396,Pulses,0.6
B0668,F1380,Wheat,0.598
B0668,F0196,Wheat,0.598
B0668,F0137,Rice,0.598
B0668,F1721,Pulses,0.598
B0669,F1248,Pulses,0.822
B0669,F1288,Pulses,0.6
B0669,F0423,Pulses,0.599
B0669,F0354,Millets,0.599
B0669,F0087,Pulses,0.599
B0670,F0906,Wheat,0.599
B0670,F0584,Wheat,0.598
B0670,F0549,Wheat,0.597
B0670,F1294,Rice,0.597
B0670,F1882,Wheat,0.597
B0671,F1372,Maize,0.82
B0671,F0373,Wheat,0.599
B0671,F1546,Sugarcane,0.599
B0671,F1920,Rice,0.598
B0671,F1017,Wheat,0.598
B0672,F1301,Barley,0.599
B0672,F1487,Barley,0.598
B0672,F1360,Barley,0.597
B0672,F0569,Barley,0.596
B0672,F1477,Barley,0.595
B0673,F0600,Pulses,0.6
B0673,F0932,Sugarcane,0.599
B0673,F0050,Pulses,0.599
B0673,F1203,Sugarcane,0.599
B0673,F0567,Wheat,0.599
B0674,F1184,Sugarcane,0.599
B0674,F0353,Rice,0.597
B0674,F1699,Rice,0.597
B0674,F0515,Wheat,0.596
B0674,F0684,Sugarcane,0.596
B0675,F0859,Wheat,0.6
B0675,F0690,Wheat,0.599
B0675,F0108,Sugarcane,0.599
B0675,F1204,Wheat,0.599
B0675,F0992,Sugarcane,0.598
B0676,F1261,Barley,0.846
B0676,F1764,Barley,0.598
B0676,F0844,Barley,0.597
B0676,F0055,Barley,0.597
B0676,F0522,Barley,0.596
B0677,F0029,Millets,0.599
B0677,F1246,Millets,0.599
B0677,F0451,Pulses,0.598
B0677,F1502,Pulses,0.598
B0677,F1851,Maize,0.598
B0678,F0333,Sugarcane,0.912
B0678,F1781,Pulses,0.815
B0678,F1309,Rice,0.6
B0678,F1619,Pulses,0.599
B0678,F1105,Pulses,0.599
B0679,F0335,Pulses,0.881
B0679,F1247,Pulses,0.831
B0679,F0232,Sugarcane,0.599
